swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw00utt/sw_0033_4336.utt,4/sw4336,4336,0,sd,A,1,1,"{F Uh, } {D well, } I'm not sure how it is in Georgia,  /","[ Uh/UH ] ,/, well/UH ,/,  [ I/PRP ] 'm/VBP not/RB sure/JJ how/WRB  [ it/PRP ] is/VBZ in/IN  [ Georgia/NNP ] ,/,","(S (INTJ (UH Uh)) (, ,) (INTJ (UH well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP 'm) (RB not) (ADJP-PRD (JJ sure) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP it)) (VP (VBZ is) (PP-LOC (IN in) (NP (NNP Georgia))) (ADVP-PRD (-NONE- *T*-1))))))) (, ,) (-DFL- E_S))",1
sw00utt/sw_0033_4336.utt,4/sw4336,4336,1,sd,A,1,2,"{C but } [ in, + in ] Pittsburgh [ the r-, + the crime rate ] really is not very high at the moment.  /","but/CC in/IN ,/, in/IN  [ Pittsburgh/NNP ] [ the/DT r-/NN ] ,/,  [ the/DT crime/NN rate/NN ] really/RB is/VBZ not/RB very/RB high/JJ at/IN  [ the/DT moment/NN ] ./.","(S (CC but) (EDITED (RM (-DFL- \[)) (PP-LOC-UNF (IN in)) (, ,) (IP (-DFL- \+))) (PP-LOC (IN in) (RS (-DFL- \])) (NP (NNP Pittsburgh))) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (DT the) (NN r-)) (, ,) (IP (-DFL- \+))) (NP-SBJ (DT the) (NN crime) (NN rate)) (RS (-DFL- \])) (ADVP (RB really)) (VP (VBZ is) (RB not) (ADJP-PRD (RB very) (JJ high)) (PP-TMP (IN at) (NP (DT the) (NN moment)))) (. .) (-DFL- E_S))",2
sw00utt/sw_0033_4336.utt,4/sw4336,4336,2,qy,A,1,3,"[ Is that, + is that ] true [ for, + for ] Atlanta? /","Is/VBZ  [ that/DT ] ,/, is/VBZ that/DT true/JJ for/IN ,/, for/IN  [ Atlanta/NNP ] ?/.","(SQ (EDITED (RM (-DFL- \[)) (SQ-UNF (VBZ Is) (NP-SBJ (DT that))) (, ,) (IP (-DFL- \+))) (VBZ is) (NP-SBJ (DT that)) (RS (-DFL- \])) (ADJP-PRD (JJ true)) (EDITED (RM (-DFL- \[)) (PP-UNF (IN for)) (, ,) (IP (-DFL- \+))) (PP (IN for) (RS (-DFL- \])) (NP (NNP Atlanta))) (. ?) (-DFL- E_S))",3
sw00utt/sw_0033_4336.utt,4/sw4336,4336,3,ng,B,2,1,Atlanta is kind of high.  /,[ Atlanta/NNP ] is/VBZ  [ kind/RB ] of/RB  [ high/JJ ] ./.,(S (NP-SBJ (NNP Atlanta)) (VP (VBZ is) (ADJP-PRD (ADVP (RB kind) (RB of)) (JJ high))) (. .) (-DFL- E_S)),5
sw00utt/sw_0033_4336.utt,4/sw4336,4336,4,sd,B,2,2,"{F Uh, } [ it's, + it's ] lower than it has been in the past.  /","[ Uh/UH ] ,/,  [ it/PRP ] 's/BES ,/,  [ it/PRP ] 's/BES lower/JJR than/IN  [ it/PRP ] has/VBZ been/VBN in/IN  [ the/DT past/NN ] ./.","(S (INTJ (UH Uh)) (, ,) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (VP (BES 's) (RS (-DFL- \])) (ADJP-PRD (ADJP (JJR lower)) (SBAR (IN than) (S (NP-SBJ (PRP it)) (VP (VBZ has) (VP (VBN been) (ADJP-PRD (-NONE- *?*)) (PP-TMP (IN in) (NP (DT the) (NN past))))))))) (. .) (-DFL- E_S))",6
sw00utt/sw_0033_4336.utt,4/sw4336,4336,5,sd,B,2,3,"{F Uh, } I guess nineteen ninety is when it start to drop off,  /","[ Uh/UH ] ,/,  [ I/PRP ] guess/VBP  [ nineteen/CD ninety/CD ] is/VBZ when/WRB  [ it/PRP ] start/VBP to/TO drop/VB off/RP ,/,","(S (INTJ (UH Uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (NP-SBJ (CD nineteen) (CD ninety)) (VP (VBZ is) (SBAR-TMP-PRD (WHADVP-1 (WRB when)) (S (NP-SBJ-2 (PRP it)) (VP (VBP start) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB drop) (PRT (RP off))))) (ADVP-TMP (-NONE- *T*-1))))))))) (, ,) (-DFL- E_S))",7
sw00utt/sw_0033_4336.utt,4/sw4336,4336,6,sd,B,2,4,{C and } usually around the Christmas season is usually when the crime rate is a little bit higher. /,and/CC usually/RB around/IN  [ the/DT Christmas/NNP season/NN ] is/VBZ usually/RB when/WRB  [ the/DT crime/NN rate/NN ] is/VBZ  [ a/DT little/JJ bit/NN ] higher/JJR ./.,(S (CC and) (ADVP-TMP (RB usually)) (PP-TMP-SBJ (IN around) (NP (DT the) (NNP Christmas) (NN season))) (VP (VBZ is) (ADVP-TMP (RB usually)) (SBAR-TMP-PRD (WHADVP-1 (WRB when)) (S (NP-SBJ (DT the) (NN crime) (NN rate)) (VP (VBZ is) (ADJP-PRD (NP-ADV (DT a) (JJ little) (NN bit)) (JJR higher)) (ADVP-TMP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)),8
sw00utt/sw_0033_4336.utt,4/sw4336,4336,7,b,A,3,1,"Yeah,  /","[ Yeah/UH ] ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",10
sw00utt/sw_0033_4336.utt,4/sw4336,4336,8,%,A,3,2,"I, - /","[ I/PRP ] ,/,","(S-UNF (NP-SBJ (PRP I)) (, ,) (-DFL- N_S))",11
sw00utt/sw_0033_4336.utt,4/sw4336,4336,9,sv,A,3,3,"that's probably not true only for Atlanta, but for just about anywhere. /","[ that/DT ] 's/BES probably/RB not/RB true/JJ only/RB for/IN  [ Atlanta/NNP ] ,/, but/CC for/IN just/RB about/RB anywhere/RB ./.","(S (NP-SBJ (DT that)) (VP (BES 's) (ADVP (RB probably)) (RB not) (ADJP-PRD (JJ true)) (PP (PP (ADVP (RB only)) (IN for) (NP (NNP Atlanta))) (, ,) (CC but) (PP (IN for) (ADVP (RB just) (RB about) (RB anywhere))))) (. .) (-DFL- E_S))",12
sw00utt/sw_0033_4336.utt,4/sw4336,4336,10,b,B,4,1,Yeah.  /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),14
sw00utt/sw_0033_4336.utt,4/sw4336,4336,11,qo,B,4,2,"{F Uh, } what kind of crime problem do you usually run into?  /","[ Uh/UH ] ,/,  [ what/WDT kind/NN ] of/IN  [ crime/NN problem/NN ] do/VBP  [ you/PRP ] usually/RB run/VB into/IN ?/.","(SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN crime) (NN problem)))) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB run) (PP (IN into) (NP (-NONE- *T*-1))))) (. ?) (-DFL- E_S))",15
sw00utt/sw_0033_4336.utt,4/sw4336,4336,12,"""",B,4,3,Any specifics <<mispronounced>>? /,[ Any/DT specifics/NNS ] ?/.,(NP (DT Any) (NNS specifics) (. ?) (-DFL- E_S)),16
sw00utt/sw_0033_4336.utt,4/sw4336,4336,13,sd,A,5,1,"{D Well, } {F uh, } the least, [ what, + from what's ] on the news, {F uh, } there are very few, {D like } actual robberies reported, {F uh, } {F uh, } [ of, + of ] residences.  /","Well/UH ,/,  [ uh/UH ] ,/,  [ the/DT least/JJS ] ,/,  [ what/WP ] ,/, from/IN  [ what/WP ] 's/BES on/IN  [ the/DT news/NN ] ,/,  [ uh/UH ] ,/,  [ there/EX ] are/VBP very/RB few/JJ ,/, like/UH  [ actual/JJ robberies/NNS ] reported/VBN ,/,  [ uh/UH ] ,/,  [ uh/UH ] ,/, of/IN ,/, of/IN  [ residences/NNS ] ./.","(S (INTJ (UH Well)) (, ,) (INTJ (UH uh)) (, ,) (EDITED (NP-SBJ-UNF (DT the) (JJS least))) (, ,) (EDITED (RM (-DFL- \[)) (SBAR-NOM-UNF (WHNP (WP what))) (, ,) (IP (-DFL- \+))) (PP (IN from) (SBAR-NOM (WHNP-2 (WP what)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (RS (-DFL- \])) (PP-PRD (IN on) (NP (DT the) (NN news))))))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (EX there)) (VP (VBP are) (NP-PRD (NP (ADJP (RB very) (JJ few)) (, ,) (INTJ (UH like)) (JJ actual) (NNS robberies)) (VP (VBN reported) (NP (-NONE- *))) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (EDITED (RM (-DFL- \[)) (PP-UNF (IN of)) (, ,) (IP (-DFL- \+))) (PP (IN of) (RS (-DFL- \])) (NP (NNS residences))))) (. .) (-DFL- E_S))",18
