swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw05utt/sw_0571_3750.utt,3/sw3750,3750,0,o,B,1,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),1
sw05utt/sw_0571_3750.utt,3/sw3750,3750,1,o,A,2,1,"Okay,  /","[ Okay/UH ] ,/,","(INTJ (UH Okay) (, ,) (-DFL- E_S))",3
sw05utt/sw_0571_3750.utt,3/sw3750,3750,2,qy,A,2,2,{C so } you enjoy camping? /,so/UH  [ you/PRP ] enjoy/VBP camping/NN ?/.,(SQ (RB so) (NP-SBJ (PRP you)) (VP (VBP enjoy) (NP (NN camping))) (. ?) (-DFL- E_S)),4
sw05utt/sw_0571_3750.utt,3/sw3750,3750,3,ny,B,3,1,"{F Oh, } yeah. /","Oh/UH ,/, yeah/UH ./.","(INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah)) (. .) (-DFL- E_S))",6
sw05utt/sw_0571_3750.utt,3/sw3750,3750,4,b,A,4,1,# Yeah. # /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),1
sw05utt/sw_0571_3750.utt,3/sw3750,3750,5,sd,B,5,1,"# [ I, # +  {F uh } --","[ I/PRP ] ,/,  [ uh/UH ] --/:","(S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (PP (IN like) (NP (PRP you))) (, ,) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP have) (RB n't) (VP (VBN done) (NP (DT any)) (PP-TMP (IN in) (NP (RB quite) (DT some) (NN time))) (PP (IN except) (PP (IN for) (SBAR-NOM (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP call) (S (NP-SBJ (-NONE- *T*-1)) (NP-PRD (VBG living))) (ADVP-TMP (RB now))))) (EDITED (RM (-DFL- \[)) (SBAR (WHNP-2 (WDT which)) (S (NP-SBJ (-NONE- *T*-2)) (VP-UNF (VBZ is)))) (, ,) (IP (-DFL- \+))) (SBAR (WHNP-3 (WDT which)) (S (NP-SBJ (-NONE- *T*-3)) (VP (VBZ is) (RS (-DFL- \])) (ADVP-PRD (RB very) (RB close) (PP (IN to) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG camping))))))))))))) (. .) (-DFL- E_S))",10
sw05utt/sw_0571_3750.utt,3/sw3750,3750,6,b,A,6,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),12
sw05utt/sw_0571_3750.utt,3/sw3750,3750,7,+,B,7,1,"-- like you, I ] haven't done any in quite some time --","--/: like/IN  [ you/PRP ] ,/,  [ I/PRP ] have/VBP n't/RB done/VBN  [ any/DT ] in/IN quite/RB  [ some/DT time/NN ] --/:","(S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (PP (IN like) (NP (PRP you))) (, ,) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP have) (RB n't) (VP (VBN done) (NP (DT any)) (PP-TMP (IN in) (NP (RB quite) (DT some) (NN time))) (PP (IN except) (PP (IN for) (SBAR-NOM (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP call) (S (NP-SBJ (-NONE- *T*-1)) (NP-PRD (VBG living))) (ADVP-TMP (RB now))))) (EDITED (RM (-DFL- \[)) (SBAR (WHNP-2 (WDT which)) (S (NP-SBJ (-NONE- *T*-2)) (VP-UNF (VBZ is)))) (, ,) (IP (-DFL- \+))) (SBAR (WHNP-3 (WDT which)) (S (NP-SBJ (-NONE- *T*-3)) (VP (VBZ is) (RS (-DFL- \])) (ADVP-PRD (RB very) (RB close) (PP (IN to) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG camping))))))))))))) (. .) (-DFL- E_S))",10
sw05utt/sw_0571_3750.utt,3/sw3750,3750,8,b,A,8,1,# Uh-huh. # /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),12
sw05utt/sw_0571_3750.utt,3/sw3750,3750,9,+,B,9,1,-- # except # for what I call living now <laughter> --,--/: except/IN for/IN  [ what/WP ] [ I/PRP ] call/VBP living/VBG now/RB --/:,"(S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (PP (IN like) (NP (PRP you))) (, ,) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP have) (RB n't) (VP (VBN done) (NP (DT any)) (PP-TMP (IN in) (NP (RB quite) (DT some) (NN time))) (PP (IN except) (PP (IN for) (SBAR-NOM (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP call) (S (NP-SBJ (-NONE- *T*-1)) (NP-PRD (VBG living))) (ADVP-TMP (RB now))))) (EDITED (RM (-DFL- \[)) (SBAR (WHNP-2 (WDT which)) (S (NP-SBJ (-NONE- *T*-2)) (VP-UNF (VBZ is)))) (, ,) (IP (-DFL- \+))) (SBAR (WHNP-3 (WDT which)) (S (NP-SBJ (-NONE- *T*-3)) (VP (VBZ is) (RS (-DFL- \])) (ADVP-PRD (RB very) (RB close) (PP (IN to) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG camping))))))))))))) (. .) (-DFL- E_S))",10
