swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw05utt/sw_0503_3539.utt,3/sw3539,3539,0,o,B,1,1,Okay. /,Okay/UH ./.,(INTJ (UH Okay) (. .) (-DFL- E_S)),1
sw05utt/sw_0503_3539.utt,3/sw3539,3539,1,qy,A,2,1,"{D Well, } do you exercise regularly? /","Well/UH ,/, do/VBP  [ you/PRP ] exercise/VB regularly/RB ?/.","(SQ (INTJ (UH Well)) (, ,) (VBP do) (NP-SBJ (PRP you)) (VP (VB exercise) (ADVP-MNR (RB regularly))) (. ?) (-DFL- E_S))",3
sw05utt/sw_0503_3539.utt,3/sw3539,3539,2,%,B,3,1,"There is, - /","[ There/EX ] is/VBZ ,/,","(S (NP-SBJ (EX There)) (VP-UNF (VBZ is)) (, ,) (-DFL- N_S))",5
sw05utt/sw_0503_3539.utt,3/sw3539,3539,3,no,B,3,2,"{D well, }  I am a school teacher. /","well/UH ,/,  [ I/PRP ] am/VBP  [ a/DT school/NN teacher/NN ] ./.","(S (INTJ (UH well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP am) (NP-PRD (DT a) (NN school) (NN teacher))) (. .) (-DFL- E_S))",6
sw05utt/sw_0503_3539.utt,3/sw3539,3539,4,b,A,4,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),8
sw05utt/sw_0503_3539.utt,3/sw3539,3539,5,%,B,5,1,"{C And, } us, - /","And/CC ,/,  [ us/PRP ] ,/,","(FRAG (CC And) (, ,) (NP (PRP us)) (, ,) (-DFL- N_S))",10
sw05utt/sw_0503_3539.utt,3/sw3539,3539,6,sd,B,5,2,"there is, {F uh, } {F uh, } girl that went through our school district,  {A I teach in Highland Park } --","[ there/EX ] is/VBZ ,/,  [ uh/UH ] ,/,  [ uh/UH ] ,/,  [ girl/NN ] [ that/WDT ] went/VBD through/IN  [ our/PRP$ school/NN district/NN ] ,/,  [ I/PRP ] teach/VBP in/IN  [ Highland/NNP Park/NNP ] --/:","(S (NP-SBJ (EX there)) (VP (VBZ is) (, ,) (INTJ (UH uh)) (, ,) (NP-PRD (NP (TYPO (UH uh)) (, ,) (NN girl)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD went) (PP (IN through) (NP (PRP$ our) (NN school) (NN district)))))) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP teach) (PP-LOC (IN in) (NP (NNP Highland) (NNP Park)))))) (SBAR (WHNP-2 (WP who)) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBZ does) (NP (NN aerobics)) (PP-LOC (IN at) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP (DT the) (NNP Y) (NNP C) (NNP A)) (IP (-DFL- \+))) (CC and) (PRN (S (NP-SBJ (PRP I)) (VP (VBP say) (NP-UNF (NNP Y)))) (, ,)) (RS (-DFL- \])) (IP (-DFL- \+))) (NP (DT the) (NNP Y) (NNP W) (NNP C) (NNP A)))))))) (RS (-DFL- \])) (-DFL- E_S))",11
sw05utt/sw_0503_3539.utt,3/sw3539,3539,7,b,A,6,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),8
sw05utt/sw_0503_3539.utt,3/sw3539,3539,8,+,B,7,1,"-- who, {F uh, } does aerobics at [ [ the Y C A -- +","--/:  [ who/WP ] ,/,  [ uh/UH ] ,/, does/VBZ  [ aerobics/NN ] at/IN  [ the/DT Y/NNP C/NNP ] [ A/NNP ] --/:","(S (NP-SBJ (EX there)) (VP (VBZ is) (, ,) (INTJ (UH uh)) (, ,) (NP-PRD (NP (TYPO (UH uh)) (, ,) (NN girl)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD went) (PP (IN through) (NP (PRP$ our) (NN school) (NN district)))))) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP teach) (PP-LOC (IN in) (NP (NNP Highland) (NNP Park)))))) (SBAR (WHNP-2 (WP who)) (, ,) (INTJ (UH uh)) (, ,) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBZ does) (NP (NN aerobics)) (PP-LOC (IN at) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP (DT the) (NNP Y) (NNP C) (NNP A)) (IP (-DFL- \+))) (CC and) (PRN (S (NP-SBJ (PRP I)) (VP (VBP say) (NP-UNF (NNP Y)))) (, ,)) (RS (-DFL- \])) (IP (-DFL- \+))) (NP (DT the) (NNP Y) (NNP W) (NNP C) (NNP A)))))))) (RS (-DFL- \])) (-DFL- E_S))",11
sw05utt/sw_0503_3539.utt,3/sw3539,3539,9,b,A,8,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),8
