swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw13utt/sw_1326_4622.utt,,4622,0,qw,A,1,1,"What do you usually wear to, -/",,,
sw13utt/sw_1326_4622.utt,,4622,1,^h,B,2,1,"Well, let's see.  /",,,
sw13utt/sw_1326_4622.utt,,4622,2,sd,B,2,2,"It turns out that, uh, TEK-, - /",,,
sw13utt/sw_1326_4622.utt,,4622,3,sd,B,2,3,I work at TEKTRONIX  /,,,
sw13utt/sw_1326_4622.utt,,4622,4,sd,B,2,4,"and it's a very, uh, low key place as far as dress goes. /",,,
sw13utt/sw_1326_4622.utt,,4622,5,b,A,3,1,Uh-huh. /,,,
sw13utt/sw_1326_4622.utt,,4622,6,sd,B,4,1,"You just wear, uh, - /",,,
sw13utt/sw_1326_4622.utt,,4622,7,^h,B,4,2,let's see.   /,,,
sw13utt/sw_1326_4622.utt,,4622,8,sd,B,4,3,"When I first came here, I wore suits  /",,,
sw13utt/sw_1326_4622.utt,,4622,9,sd,B,4,4,"but after a while I got, uh, found out that that wasn't all that important.  /",,,
sw13utt/sw_1326_4622.utt,,4622,10,sd,B,4,5,I'm an engineer. /,,,
sw13utt/sw_1326_4622.utt,,4622,11,b,A,5,1,"Oh, I see. /",,,
sw13utt/sw_1326_4622.utt,,4622,12,sd,B,6,1,"And, uh, so, I get to wear just, uh, how shall I say it, uh, walking shoes as --",,,
sw13utt/sw_1326_4622.utt,,4622,13,b,A,7,1,Uh-huh. /,,,
sw13utt/sw_1326_4622.utt,,4622,14,+,B,8,1,"-- opposed to dress shoes and well walking, how shall I say it, kind of like Avia, uh, walking shoes, uh, /",,,
sw13utt/sw_1326_4622.utt,,4622,15,sv,A,9,1,"Well, that's nice comfortable stuff. /",,,
sw13utt/sw_1326_4622.utt,,4622,16,aa,B,10,1,Yes.  /,,,
sw13utt/sw_1326_4622.utt,,4622,17,sd,B,10,2,"Open shirt, open at the neck, you know, no tie. /",,,
sw13utt/sw_1326_4622.utt,,4622,18,ba,A,11,1,Wow. /,,,
sw13utt/sw_1326_4622.utt,,4622,19,sd,B,12,1,"And, uh, just, uh, reasonable looking, how shall I say it, uh, sports clothes or some guys wear, some people even wear Levis. /",,,
sw13utt/sw_1326_4622.utt,,4622,20,ba,A,13,1,Wow.  /,,,
sw13utt/sw_1326_4622.utt,,4622,21,sv,A,13,2,That's nice. /,,,
sw13utt/sw_1326_4622.utt,,4622,22,qy^g,B,14,1,"Now, being from Philadelphia, I don't expect your dress code to be quite that relaxed, right? /",,,
sw13utt/sw_1326_4622.utt,,4622,23,sd,A,15,1,"Well <laughter>, actually right now I'm a full time college student  /",,,
sw13utt/sw_1326_4622.utt,,4622,24,ng,A,15,2,"so my dress code is very, very <laughter> #(( )).# -/",,,
sw13utt/sw_1326_4622.utt,,4622,25,bk,B,16,1,"#Oh, okay.#  /",,,
sw13utt/sw_1326_4622.utt,,4622,26,b,A,17,1,"Yeah,  /",,,
sw13utt/sw_1326_4622.utt,,4622,27,sd,A,17,2,I usually wear jeans and stuff to classes or shorts in the summertime.  /,,,
sw13utt/sw_1326_4622.utt,,4622,28,sd,A,17,3,"But over the summers I've had a job, internships with the newspaper. /",,,
sw13utt/sw_1326_4622.utt,,4622,29,b,B,18,1,Uh-huh. /,,,
sw13utt/sw_1326_4622.utt,,4622,30,%,A,19,1,"And that's (( )) so, - /",,,
sw13utt/sw_1326_4622.utt,,4622,31,sd,A,19,2,"generally then I dress, you know, nicer.  /",,,
