swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw05utt/sw_0502_3525.utt,3/sw3525,3525,0,qy^t,A,1,1,They tell you what our topic was? /,[ They/PRP ] tell/VB  [ you/PRP ] [ what/WP ] [ our/PRP$ topic/NN ] was/VBD ?/.,(SQ (NP-SBJ (PRP They)) (VP (VB tell) (NP (PRP you)) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP$ our) (NN topic)) (VP (VBD was) (NP-PRD (-NONE- *T*-1)))))) (. ?) (-DFL- E_S)),1
sw05utt/sw_0502_3525.utt,3/sw3525,3525,1,qy^g,B,2,1,"I think golf, isn't it? /","[ I/PRP ] think/VBP  [ golf/NN ] ,/, is/VBZ n't/RB  [ it/PRP ] ?/.","(SQ (S (NP-SBJ (PRP I)) (VP (VBP think) (FRAG (NP (NN golf))))) (, ,) (SQ (VBZ is) (RB n't) (NP-SBJ (PRP it)) (NP-PRD (-NONE- *?*))) (. ?) (-DFL- E_S))",3
sw05utt/sw_0502_3525.utt,3/sw3525,3525,2,na,A,3,1,Right. /,[ Right/UH ] ./.,(INTJ (UH Right) (. .) (-DFL- E_S)),5
sw05utt/sw_0502_3525.utt,3/sw3525.pos,3525,3,x,B,4,1,<Laughter>.,./.
sw05utt/sw_0502_3525.utt,3/sw3525,3525,4,qw,A,5,1,<Laughter>  How much of a golfer are you? /,How/WRB much/RB of/IN  [ a/DT golfer/NN ] are/VBP  [ you/PRP ] ?/.,(SBARQ (WHNP-1 (WHNP (WHADJP (WRB How) (RB much))) (PP (IN of) (NP (DT a) (NN golfer)))) (SQ (VBP are) (NP-SBJ (PRP you)) (NP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)),8
sw05utt/sw_0502_3525.utt,3/sw3525,3525,5,qy,B,6,1,Are you a hacker? /,[ Are/VBP you/PRP ] [ a/DT hacker/NN ] ?/.,(SQ (VBP Are) (NP-SBJ (PRP you)) (NP-PRD (DT a) (NN hacker)) (. ?) (-DFL- E_S)),10
sw05utt/sw_0502_3525.utt,3/sw3525,3525,6,na,A,7,1,You bet. /,[ You/PRP ] bet/VB ./.,(S (NP-SBJ (PRP You)) (VP (VB bet)) (. .) (-DFL- E_S)),12
sw05utt/sw_0502_3525.utt,3/sw3525.pos,3525,7,x,B,8,1,<Laughter>.,./.
sw05utt/sw_0502_3525.utt,3/sw3525,3525,8,sd,A,9,1,"I'm fifty years old,  /","[ I/PRP ] 'm/VBP  [ fifty/CD years/NNS ] old/JJ ,/,","(S (NP-SBJ (PRP I)) (VP (VBP 'm) (ADJP-PRD (NP-ADV (CD fifty) (NNS years)) (JJ old))) (, ,) (-DFL- E_S))",15
sw05utt/sw_0502_3525.utt,3/sw3525,3525,9,sd,A,9,2,"I've been a hacker, - /","[ I/PRP ] 've/VBP been/VBN  [ a/DT hacker/NN ] ,/,","(S (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VBN been) (NP-PRD (DT a) (NN hacker)))) (, ,) (-DFL- N_S))",16
sw05utt/sw_0502_3525.utt,3/sw3525,3525,10,sd,A,9,3,"[ I think, + I think ] I played better golf when I was fifteen, John, than --","[ I/PRP ] think/VBP ,/,  [ I/PRP ] think/VBP  [ I/PRP ] played/VBD  [ better/JJR golf/NN ] when/WRB  [ I/PRP ] was/VBD  [ fifteen/CD ] ,/,  [ John/NNP ] ,/, than/IN --/:","(S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (VBP think))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP think) (RS (-DFL- \])) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (VP (VBD played) (NP (NP (JJR better) (NN golf)) (SBAR (-NONE- *ICH*-3))) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD was) (NP-PRD (CD fifteen)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-VOC (NNP John)) (, ,) (SBAR-3 (IN than) (S (NP-SBJ (PRP I)) (VP (VBP play) (NP (-NONE- *?*)) (ADVP-TMP (RB right) (RB now))))))))) (. .) (-DFL- E_S))",17
sw05utt/sw_0502_3525.utt,3/sw3525,3525,11,sd,B,10,1,"[ I know I, +","[ I/PRP ] know/VBP  [ I/PRP ] ,/,","(S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S-UNF (NP-SBJ (PRP I)))))) (, ,) (IP (-DFL- \+))) (INTJ (UH Oh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBD did))))) (, ,) (-DFL- E_S))",19
sw05utt/sw_0502_3525.utt,3/sw3525,3525,12,+,A,11,1,-- I play right now. /,--/:  [ I/PRP ] play/VBP right/RB now/RB ./.,"(S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (VBP think))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP think) (RS (-DFL- \])) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (VP (VBD played) (NP (NP (JJR better) (NN golf)) (SBAR (-NONE- *ICH*-3))) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD was) (NP-PRD (CD fifteen)) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (NP-VOC (NNP John)) (, ,) (SBAR-3 (IN than) (S (NP-SBJ (PRP I)) (VP (VBP play) (NP (-NONE- *?*)) (ADVP-TMP (RB right) (RB now))))))))) (. .) (-DFL- E_S))",17
sw05utt/sw_0502_3525.utt,3/sw3525,3525,13,+,B,12,1,"{F Oh, } I know I ] did,  /","Oh/UH ,/,  [ I/PRP ] know/VBP  [ I/PRP ] did/VBD ,/,","(S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S-UNF (NP-SBJ (PRP I)))))) (, ,) (IP (-DFL- \+))) (INTJ (UH Oh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBD did))))) (, ,) (-DFL- E_S))",19
sw05utt/sw_0502_3525.utt,3/sw3525,3525,14,sd,B,12,2,I know I did. /,[ I/PRP ] know/VBP  [ I/PRP ] did/VBD ./.,(S (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (VP (VBD did))))) (. .) (-DFL- E_S)),22
sw05utt/sw_0502_3525.utt,3/sw3525,3525,15,%,A,13,1,"{C And, } {F uh, } -/","And/CC ,/,  [ uh/UH ] ,/,","(S-UNF (CC And) (, ,) (INTJ (UH uh)) (, ,) (-DFL- N_S))",24
sw05utt/sw_0502_3525.utt,3/sw3525,3525,16,sd,B,14,1,"Course, I know I watch my thirteen year old play now, {D you know, }  /","[ Course/NN ] ,/,  [ I/PRP ] know/VBP  [ I/PRP ] watch/VBP  [ my/PRP$ thirteen/CD year/NN old/NN play/VB ] now/RB ,/,  [ you/PRP ] know/VBP ,/,","(S (NP-ADV (NN Course)) (, ,) (NP-SBJ (PRP I)) (VP (VBP know) (SBAR (-NONE- 0) (S (NP-SBJ (PRP I)) (VP (VBP watch) (S (NP-SBJ (PRP$ my) (CD thirteen) (NN year) (NN old)) (VP (VB play))) (ADVP-TMP (RB now))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (, ,) (-DFL- E_S))",26
sw05utt/sw_0502_3525.utt,3/sw3525,3525,17,sv,B,14,2,{C and } it's like they don't have a muscle in their body. /,and/CC  [ it/PRP ] 's/BES like/IN  [ they/PRP ] do/VBP n't/RB have/VB  [ a/DT muscle/NN ] in/IN  [ their/PRP$ body/NN ] ./.,(S (CC and) (NP-SBJ (PRP it)) (VP (BES 's) (SBAR-PRD (IN like) (S (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT a) (NN muscle)) (PP-LOC (IN in) (NP (PRP$ their) (NN body)))))))) (. .) (-DFL- E_S)),27
sw05utt/sw_0502_3525.utt,3/sw3525,3525,18,aa,A,15,1,"{F Oh, } I know,  /","Oh/UH ,/,  [ I/PRP ] know/VBP ,/,","(S (INTJ (UH Oh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP know)) (, ,) (-DFL- E_S))",29
sw05utt/sw_0502_3525.utt,3/sw3525,3525,19,sv,A,15,2,it's just unreal.  /,[ it/PRP ] 's/BES just/RB unreal/JJ ./.,(S (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB just)) (ADJP-PRD (JJ unreal))) (. .) (-DFL- E_S)),30
sw05utt/sw_0502_3525.utt,3/sw3525,3525,20,sd,A,15,3,"[ I, + {D you know, } I'm ] a guy that plays, - /","[ I/PRP ] ,/,  [ you/PRP ] know/VBP ,/,  [ I/PRP ] 'm/VBP  [ a/DT guy/NN ] [ that/WDT ] plays/VBZ ,/,","(S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ (PRP I)) (VP (VBP 'm) (RS (-DFL- \])) (NP-PRD (NP (DT a) (NN guy)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP-UNF (VBZ plays)))))) (, ,) (-DFL- N_S))",31
sw05utt/sw_0502_3525.utt,3/sw3525,3525,21,sd,A,15,4,"if I play a lot of golf, I play six to eight times a year  /","if/IN  [ I/PRP ] play/VBP  [ a/DT lot/NN ] of/IN  [ golf/NN ] ,/,  [ I/PRP ] play/VBP  [ six/CD ] to/TO  [ eight/CD times/NNS ] [ a/DT year/NN ]","(S (SBAR-ADV (IN if) (S (NP-SBJ (PRP I)) (VP (VBP play) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN golf))))))) (, ,) (NP-SBJ (PRP I)) (VP (VBP play) (NP-TMP (NP (QP (CD six) (TO to) (CD eight)) (NNS times)) (NP-ADV (DT a) (NN year)))) (-DFL- E_S))",32
sw05utt/sw_0502_3525.utt,3/sw3525,3525,22,sd,A,15,5,{C and } that's <laughter> about it.  /,and/CC  [ that/DT ] 's/BES about/RB  [ it/PRP ] ./.,(S (CC and) (NP-SBJ (DT that)) (VP (BES 's) (ADVP (RB about)) (NP-PRD (PRP it))) (. .) (-DFL- E_S)),33
