swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw03utt/sw_0382_4785.utt,4/sw4785,4785,0,qy,B,1,1,kids too? /,[ kids/NNS ] too/RB ?/.,(FRAG (NP (NNS kids)) (ADVP (RB too)) (. ?) (-DFL- E_S)),1
sw03utt/sw_0382_4785.utt,4/sw4785,4785,1,ny,A,2,1,Yeah <laughter>.  #  ((   )) . # /,Yeah/UH ./.  [ MUMBLEx/XX ] ./.,(FRAG (INTJ (UH Yeah)) (. .) (X (XX MUMBLEx)) (. .) (-DFL- E_S)),3
sw03utt/sw_0382_4785.utt,4/sw4785,4785,2,sd,B,3,1,"# {F Oh, } you laugh.  /","Oh/UH ,/,  [ you/PRP ] laugh/VBP ./.","(S (INTJ (UH Oh)) (, ,) (NP-SBJ (PRP you)) (VP (VBP laugh)) (. .) (-DFL- E_S))",5
sw03utt/sw_0382_4785.utt,4/sw4785,4785,3,qw,B,3,2,"#  How many,  /","How/WRB  [ many/JJ ] ,/,","(WHNP (WRB How) (JJ many) (, ,) (-DFL- E_S))",6
sw03utt/sw_0382_4785.utt,4/sw4785,4785,4,qw,B,3,3,what ages?  <laughter>. /,[ what/WP ] ages/NNS ?/.  ./.,(WHNP (WP what) (NNS ages) (. ?) (. .) (-DFL- E_S)),7
sw03utt/sw_0382_4785.utt,4/sw4785,4785,5,sd,A,4,1,"{D Well, } twenty-seven up. /","Well/UH ,/,  [ twenty-seven/CD ] up/RP ./.","(FRAG (INTJ (UH Well)) (, ,) (NP (CD twenty-seven)) (ADVP (RP up)) (. .) (-DFL- E_S))",9
sw03utt/sw_0382_4785.utt,4/sw4785,4785,6,b,B,5,1,{F Uh. } /,[ Uh/UH ] ./.,(INTJ (UH Uh) (. .) (-DFL- E_S)),11
sw03utt/sw_0382_4785.utt,4/sw4785,4785,7,sd,A,6,1,{C And } we had five. /,And/CC  [ we/PRP ] had/VBD  [ five/CD ] ./.,(S (CC And) (NP-SBJ (PRP we)) (VP (VBD had) (NP (CD five))) (. .) (-DFL- E_S)),13
sw03utt/sw_0382_4785.utt,4/sw4785,4785,8,qy^d,B,7,1,You've been through the fun part <laughter>. /,[ You/PRP ] 've/VBP been/VBN through/IN  [ the/DT fun/JJ part/NN ] ./.,(S (NP-SBJ (PRP You)) (VP (VBP 've) (VP (VBN been) (PP-PRD (IN through) (NP (DT the) (JJ fun) (NN part))))) (. .) (-DFL- E_S)),15
sw03utt/sw_0382_4785.utt,4/sw4785,4785,9,ny,A,8,1,"{F Oh, } yeah. /","Oh/UH ,/, yeah/UH ./.","(INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah)) (. .) (-DFL- E_S))",17
sw03utt/sw_0382_4785.utt,4/sw4785.pos,4785,10,x,B,9,1,<Laughter>.,./.
sw03utt/sw_0382_4785.utt,4/sw4785,4785,11,qo,A,10,1,{C And } how about yourself? /,And/CC how/WRB about/IN  [ yourself/PRP ] ?/.,(FRAG (CC And) (WHADVP (WRB how)) (PP (IN about) (NP (PRP yourself))) (. ?) (-DFL- E_S)),20
