swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw11utt/sw_1114_2262.utt,2/sw2262,2262,0,sd,A,1,1,"{D Well, } [ I, + {F um, } I ] haven't really lived in a lot of big cities.  /","Well/UH ,/, I/PRP ,/, um/UH ,/, I/PRP have/VBP n't/RB really/RB lived/VBD in/IN a/DT lot/NN of/IN big/JJ cities/NNS ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,1,sd,A,1,2,"{E I mean, } I'm living in Dallas now.  /","I/PRP mean/VBP ,/, I/PRP 'm/VBP living/VBG in/IN Dallas/NNP now/RB ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,2,sd,A,1,3,"Plano is outside of Dallas,  /","Plano/NNP is/VBZ outside/IN of/IN Dallas/NNP ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,3,sd,A,1,4,"[ {C but, } + {F um, } {C so } ] I don't really have a lot of experience with air pollution. /","but/CC ,/, um/UH ,/, so/IN I/PRP do/VBP n't/RB really/RB have/VB a/DT lot/NN of/IN experience/NN with/IN air/NN pollution/NN ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,4,b,B,2,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,5,sd,A,3,1,"{C But, } I know when I lived down in Houston, on the outskirts of Houston, there were some towns like Pasadena that had oil refineries, /","But/CC ,/, I/PRP know/VBP when/WRB I/PRP lived/VBD down/IN in/IN Houston/NNP ,/, on/IN the/DT outskirts/NNS of/IN Houston/NNP ,/, there/EX were/VBD some/DT towns/NNS like/IN Pasadena/NNP that/WDT had/VBD oil/NN refineries/NNS ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,6,b,B,4,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,7,sd,A,5,1,"{C And, } {F um, } if you would drive by there, {D like } on your way to the beach or  something,","And/CC ,/, um/UH ,/, if/IN you/PRP would/MD drive/VB by/IN there/RB ,/, like/UH on/IN your/PRP$ way/NN to/IN the/DT beach/NN or/CC something/NN ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,8,b,B,6,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,9,+,A,7,1,"there would just be  (( dumping ))  this huge amounts of smoke,","there/EX would/MD just/RB be/VB dumping/VBG this/DT huge/JJ amounts/NNS of/IN smoke/NN ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,10,b,B,8,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,11,+,A,9,1,into the air  /,into/IN the/DT air/NN,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,12,sd,A,9,2,{C and } it always smelled really bad.  /,and/CC it/PRP always/RB smelled/VBD really/RB bad/JJ ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,13,sd,A,9,3,"We know  that, that was really, really, really bad for the atmosphere.  /","We/PRP know/VBP that/IN ,/, that/DT was/VBD really/RB ,/, really/RB ,/, really/RB bad/JJ for/IN the/DT atmosphere/NN ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,14,qo,A,9,4,What have you got up there? /,What/WP have/VBP you/PRP got/VBN up/IN there/RB ?/.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,15,sd,B,10,1,"{D Well, }  [ I, +  I ] live out in the country, /","Well/UH ,/, I/PRP ,/, I/PRP live/VBP out/IN in/IN the/DT country/NN ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,16,b,A,11,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,17,sv,B,12,1,{C so } that part is good.  /,so/RB that/DT part/NN is/VBZ good/JJ ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,18,sd,B,12,2,"{F Uh, } we're maybe one hundred miles from Pittsburgh,  /","Uh/UH ,/, we/PRP 're/VBP maybe/RB one/CD hundred/CD miles/NNS from/IN Pittsburgh/NNP ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,19,sd,B,12,3,"which has a lot of pollution from their plants, /","which/WDT has/VBZ a/DT lot/NN of/IN pollution/NN from/IN their/PRP$ plants/NNS ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,20,b,A,13,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,21,sd,B,14,1,{C and } right now in our area were fighting against a toxic waste incinerator. /  *[[sp: we're]],and/CC right/RB now/RB in/IN our/PRP$ area/NN we/PRP 're/VBP fighting/VBG against/IN a/DT toxic/JJ waste/NN incinerator/NN ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,22,ba,A,15,1,"{F Oh, } no. /","Oh/UH ,/, no/UH ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,23,sd,B,16,1,"{C And, } {F uh, } it won't be too for from where we live.  /  *[[sp: far]]","And/CC ,/, uh/UH ,/, it/PRP wo/MD n't/RB be/VB too/RB for/^RB from/IN where/WRB we/PRP live/VBP ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,24,sd,B,16,2,"{C And } everybody really has been, {D you know, } fighting against it, because [ we, + we ] do not want it.  /","And/CC everybody/NN really/RB has/VBZ been/VBN ,/, you/PRP know/VBP ,/, fighting/VBG against/IN it/PRP ,/, because/IN we/PRP ,/, we/PRP do/VBP not/RB want/VB it/PRP ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,25,sd,B,16,3,"{D Well, } we don't want one any place <laughter>, /","Well/UH ,/, we/PRP do/VBP n't/RB want/VB one/CD any/DT place/NN ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,26,ba,A,17,1,Sure. /,Sure/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,27,sd,B,18,1,"we would like the, {F uh, } industry to do more to take care of the waste products before they turn to incineration, because we feel that, {F uh, } the small percentage that they're going to be putting into the air is too much.   /","we/PRP would/MD like/VB the/DT ,/, uh/UH ,/, industry/NN to/TO do/VB more/JJR to/TO take/VB care/NN of/IN the/DT waste/NN products/NNS before/IN they/PRP turn/VBP to/IN incineration/NN ,/, because/IN we/PRP feel/VBP that/IN ,/, uh/UH ,/, the/DT small/JJ percentage/NN that/WDT they/PRP 're/VBP going/VBG to/TO be/VB putting/VBG into/IN the/DT air/NN is/VBZ too/RB much/JJ ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,28,o@,B,18,2,"{D You know, }   *[[slash error]]","You/PRP know/VBP ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,29,aa,A,19,1,Yeah.  /,Yeah/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,30,sv,A,19,2,"[ It's just, + {E I mean, } it's just ] so bad that there is just so much going into the air  /","It/PRP 's/BES just/RB ,/, I/PRP mean/VBP ,/, it/PRP 's/BES just/RB so/RB bad/JJ that/IN there/EX is/VBZ just/RB so/RB much/JJ going/NN into/IN the/DT air/NN",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,31,sv,A,19,3,"[ {C and, } +","and/CC ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,32,+,B,20,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,33,+*,A,21,1,"{C and } ] the little bit you say that there putting in here and there, and  everywhere, it all adds up. /  *[[there -> they're]]","and/CC the/DT little/JJ bit/NN you/PRP say/VBP that/WDT there/^PRP^VBP putting/VBG in/IN here/RB and/CC there/EX ,/,  and/CC everywhere/RB ,/, it/PRP all/DT adds/VBZ up/RB ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,34,b,B,22,1,Huh-uh. /,Huh-uh/RB ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,35,sv,A,23,1,{C Plus } all the problems in the Middle East.  /,Plus/CC all/PDT the/DT problems/NNS in/IN the/DT Middle/NNP East/NNP ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,36,sd,A,23,2,"With all that smoke and, -/","With/IN all/PDT that/DT smoke/NN and/CC ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,37,sv,B,24,1,"{F Oh, } that has to be terrible over there. /","Oh/UH ,/, that/WDT has/VBZ to/TO be/VB terrible/JJ over/IN there/RB ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,38,aa,A,25,1,Yeah.  /,Yeah/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,39,qh,A,25,2,"{C So } it's just, {F um, } why are we doing this to ourselves <laughter>. /","So/RB it/PRP 's/BES just/RB ,/, um/UH ,/, why/WRB are/VBP we/PRP doing/VBG this/DT to/IN ourselves/PRP ./.",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,40,b,B,26,1,Huh-uh. /,Huh-uh/UH ./.,,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,41,sd,A,27,1,"I just don't know,  /","I/PRP just/RB do/VBP n't/RB know/VB ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,42,sd,A,27,2,"{C but, } {F um, } [ I, + ] {D you know, } what really amazes me about, {D like } that Pasadena area and the oil refineries,","but/CC ,/, um/UH ,/, I/PRP ,/, you/PRP know/VBP ,/, what/WP really/RB amazes/VBZ me/PRP about/IN ,/, like/UH that/DT Pasadena/NNP area/NN and/CC the/DT oil/NN refineries/NNS ,/,",,
sw11utt/sw_1114_2262.utt,2/sw2262,2262,43,b,B,28,1,Huh-uh. /,Huh-uh/UH ./.,,
