swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw01utt/sw_0188_3251.utt,3/sw3251,3251,0,o,B,1,1,"Okay,  /","[ Okay/UH ] ,/,","(INTJ (UH Okay) (, ,) (-DFL- E_S))",1
sw01utt/sw_0188_3251.utt,3/sw3251,3251,1,sd^t,B,1,2,((   ))  I missed a part of it.  /,[ MUMBLEx/XX I/PRP ] missed/VBD  [ a/DT part/NN ] of/IN  [ it/PRP ] ./.,(S (X (XX MUMBLEx)) (NP-SBJ (PRP I)) (VP (VBD missed) (NP (NP (DT a) (NN part)) (PP (IN of) (NP (PRP it))))) (. .) (-DFL- E_S)),2
sw01utt/sw_0188_3251.utt,3/sw3251,3251,2,qy^d^t,B,1,3,"We're to talk about what, lawns and gardens? /","[ We/PRP ] 're/VBP to/TO talk/VB about/IN  [ what/WP ] ,/,  [ lawns/NNS ] and/CC  [ gardens/NNS ] ?/.","(S (NP-SBJ-1 (PRP We)) (VP (VBP 're) (S-PRD (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB talk) (PP (IN about) (NP (NP (WP what)) (, ,) (NP (NNS lawns) (CC and) (NNS gardens)))))))) (. ?) (-DFL- E_S))",3
sw01utt/sw_0188_3251.utt,3/sw3251,3251,3,sd^t,A,2,1,Lawn and garden work and what you enjoy and what kind of work you do.  /,[ Lawn/NN ] and/CC  [ garden/NN ] work/NN and/CC  [ what/WP ] [ you/PRP ] enjoy/VBP and/CC  [ what/WP kind/NN ] of/IN  [ work/NN ] [ you/PRP ] do/VBP ./.,(NP (NP (NN Lawn) (CC and) (NN garden) (NN work)) (CC and) (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP you)) (VP (VBP enjoy) (NP (-NONE- *T*-1))))) (CC and) (SBAR-NOM (WHNP-2 (WHNP (WP what) (NN kind)) (PP (IN of) (NP (NN work)))) (S (NP-SBJ (PRP you)) (VP (VBP do) (NP (-NONE- *T*-2))))) (. .) (-DFL- E_S)),5
sw01utt/sw_0188_3251.utt,3/sw3251,3251,4,sd,A,2,2,"[ I'm, +  I'm ] a putterer.  /","[ I/PRP ] 'm/VBP ,/,  [ I/PRP ] 'm/VBP  [ a/DT putterer/NN ] ./.","(S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (VBP 'm))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP 'm) (RS (-DFL- \])) (NP-PRD (DT a) (NN putterer))) (. .) (-DFL- E_S))",6
sw01utt/sw_0188_3251.utt,3/sw3251,3251,5,sd^t,A,2,3,I chose that topic because I really like gardening --,[ I/PRP ] chose/VBD  [ that/DT topic/NN ] because/IN  [ I/PRP ] really/RB like/VBP  [ gardening/NN ] --/:,(S (NP-SBJ (PRP I)) (VP (VBD chose) (NP (DT that) (NN topic)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (ADVP (RB really)) (VP (VBP like) (NP (NN gardening)) (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (NP (NP (NNS flowers) (CC and) (NNS shrubs)) (CC and) (S-NOM (NP-SBJ (-NONE- *)) (ADVP (RB just)) (VP (VBG keeping) (NP (DT a) (JJ pretty) (NN yard))))))))))) (. .) (-DFL- E_S)),7
sw01utt/sw_0188_3251.utt,3/sw3251,3251,6,b,B,3,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),9
sw01utt/sw_0188_3251.utt,3/sw3251,3251,7,+,A,4,1,-- as far as flowers and shrubs and just keeping a pretty yard. /,--/: as/RB far/RB as/IN  [ flowers/NNS ] and/CC  [ shrubs/NNS ] and/CC just/RB keeping/VBG  [ a/DT pretty/JJ yard/NN ] ./.,(S (NP-SBJ (PRP I)) (VP (VBD chose) (NP (DT that) (NN topic)) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (ADVP (RB really)) (VP (VBP like) (NP (NN gardening)) (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (NP (NP (NNS flowers) (CC and) (NNS shrubs)) (CC and) (S-NOM (NP-SBJ (-NONE- *)) (ADVP (RB just)) (VP (VBG keeping) (NP (DT a) (JJ pretty) (NN yard))))))))))) (. .) (-DFL- E_S)),7
sw01utt/sw_0188_3251.utt,3/sw3251,3251,8,b,B,5,1,Uh-huh.  /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),9
sw01utt/sw_0188_3251.utt,3/sw3251,3251,9,%,B,5,2,"I, {D well, } - /","[ I/PRP ] ,/, well/UH ,/,","(S-UNF (NP-SBJ (PRP I)) (, ,) (INTJ (UH well)) (, ,) (-DFL- N_S))",13
sw01utt/sw_0188_3251.utt,3/sw3251,3251,10,sd^t,B,5,3,"[ [ it's, +  it's, ] + it's  ] very <laughter> [ str-, +  strange ] that I got this call because my wife just called me.  /","[ it/PRP ] 's/BES ,/,  [ it/PRP ] 's/BES ,/,  [ it/PRP ] 's/BES very/RB str/JJ ,/, strange/JJ that/IN  [ I/PRP ] got/VBD  [ this/DT call/NN ] because/IN  [ my/PRP$ wife/NN ] just/RB called/VBD  [ me/PRP ] ./.","(S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (NP (PRP it)) (SBAR (-NONE- *EXP*-1))) (VP (BES 's) (RS (-DFL- \])) (ADJP-PRD (RB very) (EDITED (RM (-DFL- \[)) (JJ str-) (, ,) (IP (-DFL- \+))) (JJ strange) (RS (-DFL- \]))) (SBAR-1 (IN that) (S (NP-SBJ (PRP I)) (VP (VBD got) (NP (DT this) (NN call))))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP$ my) (NN wife)) (ADVP (RB just)) (VP (VBD called) (NP (PRP me)))))) (. .) (-DFL- E_S))",14
