swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw01utt/sw_0127_3411.utt,3/sw3411,3411,0,qw,A,1,1,What kind of car would you like to buy next? /,[ What/WP kind/NN ] of/IN  [ car/NN ] would/MD  [ you/PRP ] like/VB to/TO buy/VB  [ next/RB ] ?/.,(SBARQ (WHNP-2 (WHNP (WP What) (NN kind)) (PP (IN of) (NP (NN car)))) (SQ (MD would) (NP-SBJ-1 (PRP you)) (VP (VB like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB buy) (NP (-NONE- *T*-2)) (ADVP (RB next))))))) (. ?) (-DFL- E_S)),1
sw01utt/sw_0127_3411.utt,3/sw3411,3411,1,sd,B,2,1,"{D Well, } I guess Cadillac.  /","Well/UH ,/,  [ I/PRP ] guess/VBP  [ Cadillac/NNP ] ./.","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP guess) (FRAG (NP (NNP Cadillac)))) (. .) (-DFL- E_S))",3
sw01utt/sw_0127_3411.utt,3/sw3411,3411,2,sv,B,2,2,I guess that's kind of everybody's dream <laughter>. /,[ I/PRP ] guess/VBP that/DT  [ 's/BES kind/RB ] of/RB  [ everybody/NN ] [ 's/POS dream/NN ] ./.,(S (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (NP-SBJ (DT that)) (VP (BES 's) (ADVP (RB kind) (RB of)) (NP-PRD (NP (NN everybody) (POS 's)) (NN dream)))))) (. .) (-DFL- E_S)),4
sw01utt/sw_0127_3411.utt,3/sw3411,3411,3,qw,A,3,1,"{D Well, } why would that be? /","Well/UH ,/, why/WRB would/MD  [ that/DT ] be/VB ?/.","(SBARQ (INTJ (UH Well)) (, ,) (WHADVP-1 (WRB why)) (SQ (MD would) (NP-SBJ (DT that)) (VP (VB be) (ADVP-PRP-PRD (-NONE- *T*-1)))) (. ?) (-DFL- E_S))",6
sw01utt/sw_0127_3411.utt,3/sw3411,3411,4,sd,B,4,1,"{F Oh, } I guess it's a General Motors product,  /","Oh/UH ,/,  [ I/PRP ] guess/VBP  [ it/PRP ] 's/BES  [ a/DT General/NNP Motors/NNP product/NN ] ,/,","(S (INTJ (UH Oh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (DT a) (NNP General) (NNP Motors) (NN product)))))) (, ,) (-DFL- E_S))",8
sw01utt/sw_0127_3411.utt,3/sw3411,3411,5,sd,B,4,2,"{C and } I like General Motors because they're made in the United States,  /","and/CC  [ I/PRP ] like/VBP  [ General/NNP Motors/NNP ] because/IN  [ they/PRP ] 're/VBP made/VBN in/IN  [ the/DT United/NNP States/NNP ] ,/,","(S (CC and) (NP-SBJ (PRP I)) (VP (VBP like) (NP (NNP General) (NNP Motors)) (SBAR-PRP (IN because) (S (NP-SBJ-1 (PRP they)) (VP (VBP 're) (VP (VBN made) (NP (-NONE- *-1)) (PP-LOC (IN in) (NP (DT the) (NNP United) (NNP States)))))))) (, ,) (-DFL- E_S))",9
sw01utt/sw_0127_3411.utt,3/sw3411,3411,6,sd,B,4,3,"{C and, }  {F uh, } we've had General Motors for years and have always had real good luck with them. /","and/CC ,/,  [ uh/UH ] ,/,  [ we/PRP ] 've/VBP had/VBN  [ General/NNP Motors/NNP ] for/IN  [ years/NNS ] and/CC have/VBP always/RB had/VBD  [ real/JJ good/JJ luck/NN ] with/IN  [ them/PRP ] ./.","(S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP we)) (VP (VP (VBP 've) (VP (VBN had) (NP (NNP General) (NNP Motors)) (PP-TMP (IN for) (NP (NNS years))))) (CC and) (VP (VBP have) (ADVP-TMP (RB always)) (VP (VBD had) (NP (JJ real) (JJ good) (NN luck)) (PP (IN with) (NP (PRP them)))))) (. .) (-DFL- E_S))",10
sw01utt/sw_0127_3411.utt,3/sw3411,3411,7,b,A,5,1,"Okay,  /","Okay/UH ,/,","(INTJ (UH Okay) (, ,) (-DFL- E_S))",12
sw01utt/sw_0127_3411.utt,3/sw3411,3411,8,ba,A,5,2,{D well } that's good. /,well/UH  [ that/DT ] 's/BES good/JJ ./.,(S (INTJ (UH well)) (NP-SBJ (DT that)) (VP (BES 's) (ADJP-PRD (JJ good))) (. .) (-DFL- E_S)),13
sw01utt/sw_0127_3411.utt,3/sw3411,3411,9,b,B,6,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),15
