swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw00utt/sw_0072_3876.utt,3/sw3876,3876,0,o,B,1,1,"Okay,  /","[ Okay/UH ] ,/,","(INTJ (UH Okay) (, ,) (-DFL- E_S))",1
sw00utt/sw_0072_3876.utt,3/sw3876,3876,1,qo,B,1,2,{D so } now what are your opinions on recycling? /,so/UH now/RB  [ what/WP ] are/VBP  [ your/PRP$ opinions/NNS ] on/IN recycling/NN ?/.,(SBARQ (INTJ (UH so)) (INTJ (RB now)) (WHNP-1 (WP what)) (SQ (VBP are) (NP-SBJ (NP (PRP$ your) (NNS opinions)) (PP (IN on) (NP (NN recycling)))) (NP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)),2
sw00utt/sw_0072_3876.utt,3/sw3876,3876,2,sv,A,2,1,"{D Well, } I definitely think that we need to start recycling.  /","Well/UH ,/,  [ I/PRP ] definitely/RB think/VBP that/IN  [ we/PRP ] need/VBP to/TO start/VB recycling/VBG ./.","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (ADVP (RB definitely)) (VP (VBP think) (SBAR (IN that) (S (NP-SBJ-1 (PRP we)) (VP (VBP need) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB start) (S (NP-SBJ (-NONE- *-2)) (VP (VBG recycling)))))))))) (. .) (-DFL- E_S))",4
sw00utt/sw_0072_3876.utt,3/sw3876,3876,3,sv,A,2,2,"I think it has got to be an individual responsibility until, - /","[ I/PRP ] think/VBP  [ it/PRP ] has/VBZ got/VBN to/TO be/VB  [ an/DT individual/JJ responsibility/NN ] until/IN ,/,","(S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (PRP it)) (VP (VBZ has) (VP (VBN got) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (DT an) (JJ individual) (NN responsibility)) (SBAR-TMP-UNF (IN until)))))))))) (, ,) (-DFL- N_S))",5
sw00utt/sw_0072_3876.utt,3/sw3876,3876,4,sv,A,2,3,"I think if we wait, {F uh, } which is happening until somebody says we have to do it --","[ I/PRP ] think/VBP if/IN  [ we/PRP ] wait/VBP ,/,  [ uh/UH ] ,/,  [ which/WDT ] is/VBZ happening/VBG until/IN  [ somebody/NN ] says/VBZ  [ we/PRP ] have/VBP to/TO do/VB  [ it/PRP ] --/:","(S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (SBAR-ADV (IN if) (S (NP-SBJ (PRP we)) (VP (VP (VBP wait) (SBAR-TMP (-NONE- *ICH*-3))) (, ,) (INTJ (UH uh)) (, ,) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (VP (VBG happening))))) (SBAR-TMP-3 (IN until) (S (NP-SBJ (NN somebody)) (VP (VBZ says) (SBAR (-NONE- 0) (S (NP-SBJ-2 (PRP we)) (VP (VBP have) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB do) (NP (PRP it)))))))))))))) (NP-SBJ-4 (PRP it)) (VP (VBZ is) (VP (VBG going) (S (NP-SBJ (-NONE- *-4)) (VP (TO to) (VP (VB be) (ADJP-PRD (TYPO (^RB to)) (JJ late)))))))))) (. .) (-DFL- E_S))",6
sw00utt/sw_0072_3876.utt,3/sw3876,3876,5,b,B,3,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),8
sw00utt/sw_0072_3876.utt,3/sw3876,3876,6,+,A,4,1,-- it is going to be to late.  /,--/:  [ it/PRP ] is/VBZ going/VBG to/TO be/VB to/^RB late/JJ ./.,"(S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (SBAR-ADV (IN if) (S (NP-SBJ (PRP we)) (VP (VP (VBP wait) (SBAR-TMP (-NONE- *ICH*-3))) (, ,) (INTJ (UH uh)) (, ,) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (VP (VBG happening))))) (SBAR-TMP-3 (IN until) (S (NP-SBJ (NN somebody)) (VP (VBZ says) (SBAR (-NONE- 0) (S (NP-SBJ-2 (PRP we)) (VP (VBP have) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB do) (NP (PRP it)))))))))))))) (NP-SBJ-4 (PRP it)) (VP (VBZ is) (VP (VBG going) (S (NP-SBJ (-NONE- *-4)) (VP (TO to) (VP (VB be) (ADJP-PRD (TYPO (^RB to)) (JJ late)))))))))) (. .) (-DFL- E_S))",6
sw00utt/sw_0072_3876.utt,3/sw3876,3876,7,sd,A,4,2,I have heard reports around here that the landfills will be full by the year two thousand. /,[ I/PRP ] have/VBP heard/VBN  [ reports/NNS ] around/IN here/RB that/IN  [ the/DT landfills/NNS ] will/MD be/VB full/JJ by/IN  [ the/DT year/NN two/CD thousand/CD ] ./.,(S (NP-SBJ (PRP I)) (VP (VBP have) (VP (VBN heard) (NP (NNS reports) (SBAR (-NONE- *ICH*-1))) (PP-LOC (IN around) (ADVP (RB here))) (SBAR-1 (IN that) (S (NP-SBJ (DT the) (NNS landfills)) (VP (MD will) (VP (VB be) (ADJP-PRD (JJ full)) (PP-TMP (IN by) (NP (DT the) (NN year) (CD two) (CD thousand))))))))) (. .) (-DFL- E_S)),10
sw00utt/sw_0072_3876.utt,3/sw3876,3876,8,b,B,5,1,"Yeah,  /","[ Yeah/UH ] ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",12
sw00utt/sw_0072_3876.utt,3/sw3876,3876,9,sd,B,5,2,I have heard that too. /,[ I/PRP ] have/VBP heard/VBN that/DT too/RB ./.,(S (NP-SBJ (PRP I)) (VP (VBP have) (VP (VBN heard) (NP (DT that)) (ADVP (RB too)))) (. .) (-DFL- E_S)),13
sw00utt/sw_0072_3876.utt,3/sw3876,3876,10,sv,A,6,1,"{C And } that is not too far away,  /","And/CC  [ that/DT ] is/VBZ not/RB too/RB far/RB away/RB ,/,","(S (CC And) (NP-SBJ (DT that)) (VP (VBZ is) (RB not) (ADVP-LOC-PRD (ADVP (RB too) (RB far)) (RB away))) (, ,) (-DFL- E_S))",15
sw00utt/sw_0072_3876.utt,3/sw3876,3876,11,sd,A,6,2,{C but } I don't know how it is there.  /,but/CC  [ I/PRP ] do/VBP n't/RB know/VB how/WRB  [ it/PRP ] is/VBZ there/RB ./.,(S (CC but) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP it)) (VP (VBZ is) (ADVP-MNR-PRD (-NONE- *T*-1)) (ADVP-LOC (RB there))))))) (. .) (-DFL- E_S)),16
sw00utt/sw_0072_3876.utt,3/sw3876,3876,12,sv,A,6,3,It is very difficult here even if you care like I do to do much.  /,[ It/PRP ] is/VBZ very/RB difficult/JJ here/RB even/RB if/IN  [ you/PRP ] care/VBP like/IN  [ I/PRP ] do/VBP to/TO do/VB much/RB ./.,(S (NP-SBJ (NP (PRP It)) (S (-NONE- *EXP*-1))) (VP (VBZ is) (ADJP-PRD (RB very) (JJ difficult)) (ADVP-LOC (RB here)) (SBAR-ADV (RB even) (IN if) (S (NP-SBJ (PRP you)) (VP (VBP care) (SBAR-ADV (IN like) (S (NP-SBJ (PRP I)) (VP (VBP do))))))) (S-1 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (RB much)))))) (. .) (-DFL- E_S)),17
sw00utt/sw_0072_3876.utt,3/sw3876,3876,13,sd,A,6,4,"I take, my paper,  /","[ I/PRP ] take/VBP ,/,  [ my/PRP$ paper/NN ] ,/,","(S (NP-SBJ (PRP I)) (VP (VBP take) (, ,) (NP (PRP$ my) (NN paper))) (, ,) (-DFL- E_S))",18
sw00utt/sw_0072_3876.utt,3/sw3876,3876,14,sd,A,6,5,I can take plastic and paper bags back to the grocery store -- /,[ I/PRP ] can/MD take/VB  [ plastic/NN ] and/CC  [ paper/NN bags/NNS ] back/RB to/IN  [ the/DT grocery/NN store/NN ] --/:,(S (NP-SBJ (PRP I)) (VP (MD can) (VP (VB take) (NP (NP (NN plastic)) (CC and) (NP (NN paper) (NNS bags))) (ADVP-DIR (RB back)) (PP-DIR (IN to) (NP (DT the) (NN grocery) (NN store))))) (-DFL- E_S)),19
sw00utt/sw_0072_3876.utt,3/sw3876,3876,15,b,B,7,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),21
