swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw00utt/sw_0057_3506.utt,3/sw3506,3506,0,qy,B,1,1,Now is it Stacy? /,Now/UH is/VBZ it/PRP Stacy/NNP ?/.,(SQ (INTJ (UH Now)) (VBZ is) (NP-SBJ (PRP it)) (NP-PRD (NNP Stacy)) (. ?) (-DFL- E_S)),1
sw00utt/sw_0057_3506.utt,3/sw3506,3506,1,sd,A,2,1,Angie. /,[ Angie/NNP ] ./.,(NP (NNP Angie) (. .) (-DFL- E_S)),3
sw00utt/sw_0057_3506.utt,3/sw3506,3506,2,b^m,B,3,1,"Angie,  /","[ Angie/NNP ] ,/,","(NP (NNP Angie) (, ,) (-DFL- E_S))",5
sw00utt/sw_0057_3506.utt,3/sw3506,3506,3,fa,B,3,2,I'm sorry. /,[ I/PRP ] 'm/VBP sorry/JJ ./.,(S (NP-SBJ (PRP I)) (VP (VBP 'm) (ADJP-PRD (JJ sorry))) (. .) (-DFL- E_S)),6
sw00utt/sw_0057_3506.utt,3/sw3506,3506,4,bd,A,4,1,Okay. /,Okay/UH ./.,(INTJ (UH Okay) (. .) (-DFL- E_S)),8
sw00utt/sw_0057_3506.utt,3/sw3506,3506,5,qw,B,5,1,"{D Well, } {D now, } {D so } if you were going to have a dinner party, what would you make? /","Well/UH ,/, now/UH ,/, so/UH if/IN  [ you/PRP ] were/VBD going/VBG to/TO have/VB  [ a/DT dinner/NN party/NN ] ,/,  [ what/WP ] would/MD  [ you/PRP ] make/VB ?/.","(SBARQ (INTJ (UH Well)) (, ,) (INTJ (UH now)) (, ,) (INTJ (UH so)) (SBAR-ADV (IN if) (S (NP-SBJ-1 (PRP you)) (VP (VBD were) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB have) (NP (DT a) (NN dinner) (NN party))))))))) (, ,) (WHNP-2 (WP what)) (SQ (MD would) (NP-SBJ (PRP you)) (VP (VB make) (NP (-NONE- *T*-2)))) (. ?) (-DFL- E_S))",10
sw00utt/sw_0057_3506.utt,3/sw3506,3506,6,^h,A,6,1,"{F Um, } let's see,  /","Um/UH ,/, let/VB  [ 's/PRP ] see/VB ,/,","(S-IMP (INTJ (UH Um)) (, ,) (NP-SBJ (-NONE- *)) (VP (VB let) (S (NP-SBJ (PRP 's)) (VP (VB see)))) (, ,) (-DFL- E_S))",12
sw00utt/sw_0057_3506.utt,3/sw3506,3506,7,sd,A,6,2,"{F uh, } I like seafood.  /","uh/UH ,/,  [ I/PRP ] like/VBP  [ seafood/NN ] ./.","(S (INTJ (UH uh)) (, ,) (NP-SBJ (PRP I)) (VP (VBP like) (NP (NN seafood))) (. .) (-DFL- E_S))",13
sw00utt/sw_0057_3506.utt,3/sw3506,3506,8,^h,A,6,3,"{F Uh, } let's see,  /","[ Uh/UH ] ,/, let/VB  [ 's/PRP ] see/VB ,/,","(S-IMP (INTJ (UH Uh)) (, ,) (NP-SBJ (-NONE- *)) (VP (VB let) (S (NP-SBJ (PRP 's)) (VP (VB see)))) (, ,) (-DFL- E_S))",14
sw00utt/sw_0057_3506.utt,3/sw3506,3506,9,sd,A,6,4,"{F uh, } shrimp, steamed [ she-, + {F uh, } shellfish ] with maybe herbs.  /","[ uh/UH ] ,/,  [ shrimp/NN ] ,/, steamed/JJ  [ she-/NN ] ,/,  [ uh/UH ] ,/,  [ shellfish/NN ] with/IN maybe/RB  [ herbs/NNS ] ./.","(FRAG (INTJ (UH uh)) (, ,) (NP (NN shrimp)) (, ,))|||(NP (NP (JJ steamed) (EDITED (RM (-DFL- \[)) (NN she-) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NN shellfish) (RS (-DFL- \]))) (PP (IN with) (ADVP (RB maybe)) (NP (NNS herbs))) (. .) (-DFL- E_S))",15|||16
