swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw01utt/sw_0104_4101.utt,4/sw4101,4101,0,o,A,1,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),1
sw01utt/sw_0104_4101.utt,4/sw4101,4101,1,fp,B,2,1,Hey Steve.  /,[ Hey/UH Steve/NNP ] ./.,(INTJ (INTJ (UH Hey)) (NP-VOC (NNP Steve)) (. .) (-DFL- E_S)),3
sw01utt/sw_0104_4101.utt,4/sw4101,4101,2,sd,B,2,2,"{F Uh, } [ They just, + {F uh, } they just ] started a recycling program here, I think.  /","[ Uh/UH ] ,/,  [ They/PRP ] just/RB ,/,  [ uh/UH ] ,/,  [ they/PRP ] just/RB started/VBD  [ a/DT recycling/NN program/NN ] here/RB ,/,  [ I/PRP ] think/VBP ./.","(S (INTJ (UH Uh)) (, ,) (S-TPC-1 (EDITED (RM (-DFL- \[)) (S-UNF (NP-SBJ (PRP They)) (ADVP (RB just))) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (NP-SBJ (PRP they)) (ADVP (RB just)) (RS (-DFL- \])) (VP (VBD started) (NP (DT a) (NN recycling) (NN program)) (ADVP-LOC (RB here)))) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (-NONE- *T*-1)))) (. .) (-DFL- E_S))",4
sw01utt/sw_0104_4101.utt,4/sw4101,4101,3,sd,B,2,3,"{D Actually, } this is my first experience with recycling program  /","Actually/UH ,/,  [ this/DT ] is/VBZ  [ my/PRP$ first/JJ experience/NN ] with/IN  [ recycling/NN program/NN ]","(S (ADVP (UH Actually)) (, ,) (NP-SBJ (DT this)) (VP (VBZ is) (NP-PRD (NP (PRP$ my) (JJ first) (NN experience)) (PP (IN with) (NP (NN recycling) (NN program))))) (-DFL- E_S))",5
sw01utt/sw_0104_4101.utt,4/sw4101,4101,4,sd,B,2,4,"{C but, } {F uh, } instead of just {D like } tossing everything away which I always felt bad about, {F uh, } I am starting to [ split stu-, + split stuff ] up.  /","but/CC ,/,  [ uh/UH ] ,/, instead/IN of/IN just/RB like/UH tossing/VBG  [ everything/NN ] away/RB  [ which/WDT ] [ I/PRP ] always/RB felt/VBD  [ bad/JJ ] about/IN ,/,  [ uh/UH ] ,/,  [ I/PRP ] am/VBP starting/VBG to/TO split/VB  [ stu-/NN ] ,/, split/VB  [ stuff/NN ] up/RP ./.","(S (CC but) (, ,) (INTJ (UH uh)) (, ,) (PP (IN instead) (IN of) (S-NOM (NP-SBJ (-NONE- *-2)) (ADVP (RB just)) (INTJ (UH like)) (VP (VP (VBG tossing) (NP (NN everything)) (ADVP (RB away))) (SBAR (WHNP-1 (WDT which)) (S (NP-SBJ (PRP I)) (ADVP-TMP (RB always)) (VP (VBD felt) (ADJP-PRD (JJ bad)) (PP (IN about) (NP (-NONE- *T*-1))))))))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ-2 (PRP I)) (VP (VBP am) (VP (VBG starting) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (EDITED (RM (-DFL- \[)) (VP (VB split) (NP-UNF (NN stu-))) (, ,) (IP (-DFL- \+))) (VP (VB split) (NP (NN stuff)) (RS (-DFL- \])) (PRT (RP up))))))) (. .) (-DFL- E_S))",6
sw01utt/sw_0104_4101.utt,4/sw4101,4101,5,sd,B,2,5,The only disadvantage is that they don't pick it up at the curb.  /,[ The/DT only/JJ disadvantage/NN ] is/VBZ that/IN  [ they/PRP ] do/VBP n't/RB pick/VB  [ it/PRP ] up/RP at/IN  [ the/DT curb/NN ] ./.,(S (NP-SBJ (DT The) (JJ only) (NN disadvantage)) (VP (VBZ is) (SBAR-PRD (IN that) (S (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB pick) (NP (PRP it)) (PRT (RP up)) (PP-LOC (IN at) (NP (DT the) (NN curb)))))))) (. .) (-DFL- E_S)),7
sw01utt/sw_0104_4101.utt,4/sw4101,4101,6,sd,B,2,6,They make me drive it {D like } a mile down the road and spit it out down there.  /,[ They/PRP ] make/VBP  [ me/PRP ] drive/VB  [ it/PRP ] like/IN  [ a/DT mile/NN ] down/IN  [ the/DT road/NN ] and/CC spit/VB [ it/PRP ] out/RP down/IN there/RB ./.,(S (NP-SBJ (PRP They)) (VP (VBP make) (S (NP-SBJ (PRP me)) (VP (VP (VB drive) (NP (PRP it)) (INTJ (UH like)) (PP-DIR (NP-ADV (DT a) (NN mile)) (IN down) (NP (DT the) (NN road)))) (CC and) (VP (VB spit) (NP (PRP it)) (PRT (RP out)) (PP-LOC (IN down) (ADVP (RB there))))))) (. .) (-DFL- E_S)),8
sw01utt/sw_0104_4101.utt,4/sw4101,4101,7,qw,B,2,7,What are they doing up there? /,[ What/WP ] are/VBP  [ they/PRP ] doing/VBG up/IN there/RB ?/.,(SBARQ (WHNP-1 (WP What)) (SQ (VBP are) (NP-SBJ (PRP they)) (VP (VBG doing) (NP (-NONE- *T*-1)) (PP-LOC (IN up) (ADVP (RB there))))) (. ?) (-DFL- E_S)),9
sw01utt/sw_0104_4101.utt,4/sw4101,4101,8,sd,A,3,1,"{D Well, } here in Saskatoon, {F uh, } <inhaling> much the same thing.  /","Well/UH ,/, here/RB in/IN  [ Saskatoon/NNP ] ,/,  [ uh/UH ] ,/, much/JJ  [ the/DT same/JJ thing/NN ] ./.","(FRAG (INTJ (UH Well)) (, ,) (ADVP-LOC (RB here) (PP (IN in) (NP (NNP Saskatoon)))) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ much) (DT the) (JJ same) (NN thing)) (. .) (-DFL- E_S))",11
sw01utt/sw_0104_4101.utt,4/sw4101,4101,9,sd,A,3,2,"There is no curb pick up of, {F uh, } any of the recycled products.  /","[ There/EX ] is/VBZ  [ no/DT curb/NN ] pick/GW up/^NN of/IN ,/,  [ uh/UH ] ,/,  [ any/DT ] of/IN  [ the/DT recycled/JJ products/NNS ] ./.","(S (NP-SBJ (EX There)) (VP (VBZ is) (NP-PRD (NP (DT no) (NN curb) (GW pick) (^NN up)) (PP (IN of) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT any)) (PP (IN of) (NP (DT the) (JJ recycled) (NNS products))))))) (. .) (-DFL- E_S))",12
