swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw02utt/sw_0244_3526.utt,3/sw3526,3526,0,fp,B,1,1,"Hi,  /","Hi/UH ,/,","(INTJ (UH Hi) (, ,) (-DFL- E_S))",1
sw02utt/sw_0244_3526.utt,3/sw3526,3526,1,%,B,1,2,"{D well, } I guess, - /","well/UH ,/,  [ I/PRP ] guess/VBP ,/,","(S (INTJ (UH well)) (, ,) (NP-SBJ (PRP I)) (VP-UNF (VBP guess)) (, ,) (-DFL- N_S))",2
sw02utt/sw_0244_3526.utt,3/sw3526,3526,2,qw,B,1,3,"[ w-, + which ] one have you got right now?  /","[ w/WDT ] ,/,  [ which/WDT ] [ one/CD ] have/VBP  [ you/PRP ] got/VBN right/RB now/RB ?/.","(SBARQ (EDITED (RM (-DFL- \[)) (WHNP-UNF (WDT w-)) (, ,) (IP (-DFL- \+))) (WHNP-1 (WDT which) (RS (-DFL- \])) (CD one)) (SQ (VBP have) (NP-SBJ (PRP you)) (VP (VBN got) (NP (-NONE- *T*-1)) (ADVP-TMP (RB right) (RB now)))) (. ?) (-DFL- E_S))",3
sw02utt/sw_0244_3526.utt,3/sw3526,3526,3,%,B,1,4,"{C Or, } -/","Or/CC ,/,","(S-UNF (CC Or) (, ,) (-DFL- N_S))",4
sw02utt/sw_0244_3526.utt,3/sw3526,3526,4,%,A,2,1,"{D Well, } I, {F uh, } - /","Well/UH ,/,  [ I/PRP ] ,/,  [ uh/UH ] ,/,","(S-UNF (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (, ,) (INTJ (UH uh)) (, ,) (-DFL- N_S))",6
sw02utt/sw_0244_3526.utt,3/sw3526,3526,5,sd,A,2,2,"couple of them,  /","[ couple/NN ] of/IN  [ them/PRP ] ,/,","(NP (NP (NN couple)) (PP (IN of) (NP (PRP them))) (, ,) (-DFL- E_S))",7
sw02utt/sw_0244_3526.utt,3/sw3526,3526,6,sd,A,2,3,"I, at the moment, use an A S T two eighty-six  /","[ I/PRP ] ,/, at/IN  [ the/DT moment/NN ] ,/, use/VBP  [ an/DT ] [ A/NNP S/NNP T/NNP two/CD eighty-six/CD ]","(S (NP-SBJ (PRP I)) (, ,) (PP-TMP (IN at) (NP (DT the) (NN moment))) (, ,) (VP (VBP use) (NP (DT an) (NNP A) (NNP S) (NNP T) (CD two) (CD eighty-six))) (-DFL- E_S))",8
sw02utt/sw_0244_3526.utt,3/sw3526,3526,7,sd,A,2,4,{C and } I got a leading edge  /,and/CC  [ I/PRP ] got/VBD  [ a/DT leading/VBG edge/NN ],(S (CC and) (NP-SBJ (PRP I)) (VP (VBD got) (NP (DT a) (VBG leading) (NN edge))) (-DFL- E_S)),9
sw02utt/sw_0244_3526.utt,3/sw3526,3526,8,sd,A,2,5,"{C and } I got a American one and had a I B M one,  /","and/CC  [ I/PRP ] got/VBD  [ a/DT American/NNP one/NN ] and/CC had/VBD  [ a/DT ] [ I/NNP B/NNP M/NNP one/NN ] ,/,","(S (CC and) (NP-SBJ (PRP I)) (VP (VP (VBD got) (NP (DT a) (NNP American) (NN one))) (CC and) (VP (VBD had) (NP (DT a) (NNP I) (NNP B) (NNP M) (NN one)))) (, ,) (-DFL- E_S))",10
sw02utt/sw_0244_3526.utt,3/sw3526,3526,9,%,A,2,6,{C but } - /,but/CC,(S-UNF (CC but) (-DFL- N_S)),11
