swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw06utt/sw_0602_2938.utt,2/sw2938,2938,0,o,A,1,1,All right.  /,All/RB right/JJ ./.,(INTJ (RB All) (JJ right) (. .) (-DFL- E_S)),1
sw06utt/sw_0602_2938.utt,2/sw2938,2938,1,qy,A,1,2,Do you have a bunch of factories  and stuff out there? /,Do/VBP you/PRP have/VB a/DT bunch/NN of/IN factories/NNS and/CC stuff/NN out/IN there/RB ?/.,(SQ (VBP Do) (NP-SBJ (PRP you)) (VP (VB have) (NP (NP (DT a) (NN bunch)) (PP (IN of) (NP (NNS factories) (CC and) (NN stuff)))) (PP-LOC (IN out) (ADVP (RB there)))) (. ?) (-DFL- E_S)),2
sw06utt/sw_0602_2938.utt,2/sw2938,2938,2,na,B,2,1,"{F Um, } we've got quite a few, {D actually. }  /","Um/UH ,/, we/PRP 've/VBP got/VBN quite/PDT a/DT few/NN ,/, actually/RB ./.","(S (INTJ (UH Um)) (, ,) (NP-SBJ (PRP we)) (VP (VBP 've) (VP (VBN got) (NP (PDT quite) (DT a) (NN few)) (, ,) (ADVP (RB actually)))) (. .) (-DFL- E_S))",4
sw06utt/sw_0602_2938.utt,2/sw2938,2938,3,sd,B,2,2,What we're more concerned with is the inner pollution in the city. /,What/WP we/PRP 're/VBP more/RBR concerned/JJ with/IN is/VBZ the/DT inner/JJ pollution/NN in/IN the/DT city/NN ./.,(S (SBAR-NOM-SBJ (WHNP-1 (WP What)) (S (NP-SBJ (PRP we)) (VP (VBP 're) (ADJP-PRD (RBR more) (JJ concerned) (PP (IN with) (NP (-NONE- *T*-1))))))) (VP (VBZ is) (NP-PRD (NP (DT the) (JJ inner) (NN pollution)) (PP-LOC (IN in) (NP (DT the) (NN city))))) (. .) (-DFL- E_S)),5
sw06utt/sw_0602_2938.utt,2/sw2938,2938,4,%,A,3,1,"The, {F uh, } -/","The/DT ,/, uh/UH ,/,","(S (NP-SBJ-UNF (DT The) (, ,) (INTJ (UH uh))) (, ,) (-DFL- N_S))",7
sw06utt/sw_0602_2938.utt,2/sw2938,2938,5,sd,B,4,1,"{F Um, } we've actually had some warnings in, {F uh, } Raleigh --","Um/UH ,/, we/PRP 've/VBP actually/RB had/VBN some/DT warnings/NNS in/IN ,/, uh/UH ,/, Raleigh/NNP --/:","(S (INTJ (UH Um)) (, ,) (NP-SBJ (PRP we)) (VP (VBP 've) (ADVP (RB actually)) (VP (VBN had) (NP (NP (DT some) (NNS warnings)) (PP-LOC (IN in) (, ,) (INTJ (UH uh)) (, ,) (NP (NNP Raleigh))) (INTJ (UH uh)) (, ,) (PP (IN on) (NP (NN air) (NN pollution)))))) (. .) (-DFL- E_S))",9
sw06utt/sw_0602_2938.utt,2/sw2938,2938,6,qy,A,5,1,"{F Oh, } you mean --","Oh/UH ,/, you/PRP mean/VBP --/:","(SQ (INTJ (UH Oh)) (, ,) (NP-SBJ (PRP you)) (VP (VBP mean) (PP-PRP (IN for) (INTJ (UH like)) (NP (NN smog) (CC and) (NN stuff)))) (. ?) (-DFL- E_S))",11
sw06utt/sw_0602_2938.utt,2/sw2938,2938,7,+,B,6,1,"-- {F uh, } on air pollution. /","--/: uh/UH ,/, on/IN air/NN pollution/NN ./.","(S (INTJ (UH Um)) (, ,) (NP-SBJ (PRP we)) (VP (VBP 've) (ADVP (RB actually)) (VP (VBN had) (NP (NP (DT some) (NNS warnings)) (PP-LOC (IN in) (, ,) (INTJ (UH uh)) (, ,) (NP (NNP Raleigh))) (INTJ (UH uh)) (, ,) (PP (IN on) (NP (NN air) (NN pollution)))))) (. .) (-DFL- E_S))",9
sw06utt/sw_0602_2938.utt,2/sw2938,2938,8,+,A,7,1,-- for {D like } smog and stuff? /,--/: for/IN like/IN smog/NN and/CC stuff/NN ?/.,"(SQ (INTJ (UH Oh)) (, ,) (NP-SBJ (PRP you)) (VP (VBP mean) (PP-PRP (IN for) (INTJ (UH like)) (NP (NN smog) (CC and) (NN stuff)))) (. ?) (-DFL- E_S))",11
sw06utt/sw_0602_2938.utt,2/sw2938,2938,9,ny,B,8,1,"Uh-huh,  /","Uh-huh/UH ,/,","(INTJ (UH Uh-huh) (, ,) (-DFL- E_S))",15
sw06utt/sw_0602_2938.utt,2/sw2938,2938,10,sd^e,B,8,2,"because of there so many cars,  /","because/IN of/IN there/EX so/RB many/JJ cars/NNS ,/,","(SBAR-PRP (IN because) (IN of) (S-UNF (NP-SBJ (EX there)) (X (NP-PRD (ADJP (RB so) (JJ many)) (NNS cars)))) (, ,) (-DFL- E_S))",16
sw06utt/sw_0602_2938.utt,2/sw2938,2938,11,sd,B,8,3,"{C and } we have a belt line [ alo-, +  around ] Raleigh where we're trying to divert traffic. /","and/CC we/PRP have/VBP a/DT belt/NN line/NN alo-/XX ,/, around/IN Raleigh/NNP where/WRB we/PRP 're/VBP trying/VBG to/TO divert/VB traffic/NN ./.","(S (CC and) (NP-SBJ (PRP we)) (VP (VBP have) (NP (NP (DT a) (NN belt) (NN line)) (EDITED (RM (-DFL- \[)) (PP-UNF (XX alo-)) (, ,) (IP (-DFL- \+))) (PP-LOC (IN around) (RS (-DFL- \])) (NP (NNP Raleigh))) (SBAR-LOC (WHADVP-2 (WRB where)) (S (NP-SBJ-1 (PRP we)) (VP (VBP 're) (VP (VBG trying) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB divert) (NP (NN traffic))))) (ADVP-LOC (-NONE- *T*-2)))))))) (. .) (-DFL- E_S))",17
sw06utt/sw_0602_2938.utt,2/sw2938,2938,12,%,A,9,1,{F Huh. } /,Huh/UH ./.,(INTJ (UH Huh) (. .) (-DFL- E_S)),19
sw06utt/sw_0602_2938.utt,2/sw2938,2938,13,sd,B,10,1,"{C And, } {F um, } {D you know, } [ [ i-, +   it's still, ] + it's just ] surrounding the city,  /","And/CC ,/, um/UH ,/, you/PRP know/VBP ,/, i-/PRP ,/, it/PRP 's/BES still/RB ,/, it/PRP 's/BES just/RB surrounding/VBG the/DT city/NN ,/,","(S (CC And) (, ,) (INTJ (UH um)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (PRP i-)) (, ,) (IP (-DFL- \+))) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's) (ADVP-TMP (RB still)))) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB just)) (RS (-DFL- \])) (VP (VBG surrounding) (NP (DT the) (NN city)))) (, ,) (-DFL- E_S))",21
sw06utt/sw_0602_2938.utt,2/sw2938,2938,14,sd,B,10,2,{C and } you can actually see it.  /,and/CC you/PRP can/MD actually/RB see/VB it/PRP ./.,(S (CC and) (NP-SBJ (PRP you)) (VP (MD can) (ADVP (RB actually)) (VP (VB see) (NP (PRP it)))) (. .) (-DFL- E_S)),22
sw06utt/sw_0602_2938.utt,2/sw2938,2938,15,sd,B,10,3,"There's a couple of, {F uh, } tall buildings --","There/EX 's/BES a/DT couple/NN of/IN ,/, uh/UH ,/, tall/JJ buildings/NNS --/:","(S (NP-SBJ (EX There)) (VP (BES 's) (NP-PRD (NP (DT a) (NN couple)) (PP (IN of) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (JJ tall) (NNS buildings)) (PP-LOC (IN in) (NP (NNP Raleigh))))))) (, ,) (-DFL- E_S))",23
sw06utt/sw_0602_2938.utt,2/sw2938,2938,16,b,A,11,1,Uh-huh. /,Uh-huh/UH ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),25
sw06utt/sw_0602_2938.utt,2/sw2938,2938,17,+,B,12,1,"-- in Raleigh,  /","--/: in/IN Raleigh/NNP ,/,","(S (NP-SBJ (EX There)) (VP (BES 's) (NP-PRD (NP (DT a) (NN couple)) (PP (IN of) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (JJ tall) (NNS buildings)) (PP-LOC (IN in) (NP (NNP Raleigh))))))) (, ,) (-DFL- E_S))",23
sw06utt/sw_0602_2938.utt,2/sw2938,2938,18,%,B,12,2,"[ {C and, } + {C and } ]  you can actually, {D you know, } - /","and/CC ,/, and/CC you/PRP can/MD actually/RB ,/, you/PRP know/VBP ,/,","(S (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (CC and) (RS (-DFL- \])) (NP-SBJ (PRP you)) (VP-UNF (MD can) (ADVP (RB actually)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (, ,) (-DFL- N_S))",27
