swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw10utt/sw_1027_3463.utt,3/sw3463,3463,0,o,A,1,1,"Okay,  /","Okay/UH ,/,",,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,1,qr,A,1,2,"would you, {F uh, } like to begin or would you like me to start? /","would/MD you/PRP ,/, uh/UH ,/, like/VB to/TO begin/VB or/CC would/MD you/PRP like/VBP me/PRP to/TO start/VB ?/.",,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,2,sd,B,2,1,"{F Uh, } {F oh, } I can start. /","Uh/UH ,/, oh/UH ,/, I/PRP can/MD start/VB ./.",,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,3,bk,A,3,1,Okay. /,Okay/UH ./.,,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,4,sv,B,4,1,"[ I, + I  ] think one of [ the, + the  ] biggest, {F uh, } improvements in women is that finally  you're starting to see them get into, {F uh, } management -- /","I/PRP ,/, I/PRP think/VBP one/CD of/IN the/DT ,/, the/DT biggest/JJS ,/, uh/UH ,/, improvements/NNS in/IN women/NNS is/VBZ that/IN finally/RB you/PRP 're/VBP starting/VBG to/TO see/VB them/PRP get/VB into/IN ,/, uh/UH ,/, management/NN --/:",,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,5,b,A,5,1,Yes. /,Yes/UH ./.,,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,6,sv,B,6,1,"-- {C and } you're seeing them, {F uh, } get, {F uh, } elected to, {F uh, } <static> political offices.","--/: and/CC you/PRP 're/VBP seeing/VBG them/PRP ,/, uh/UH ,/, get/VB ,/, uh/UH ,/, elected/VBN to/IN ,/, uh/UH ,/, political/JJ offices/NNS ./.",,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,7,b,A,7,1,Uh-huh. /,Uh-huh/UH ./.,,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,8,+,B,8,1,"{F Uh, } not near enough.  /","Uh/UH ,/, not/RB near/RB enough/RB ./.",,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,9,sd,B,8,2,I know there's still a long way to go especially in top management <static>. /,I/PRP know/VBP there/EX 's/BES still/RB a/DT long/JJ way/NN to/TO go/VB especially/RB in/IN top/JJ management/NN ./.,,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,10,aa,A,9,1,"Yes,  /","Yes/UH ,/,",,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,11,aa,A,9,2,I agree. /,I/PRP agree/VBP ./.,,
sw10utt/sw_1027_3463.utt,3/sw3463,3463,12,sv,B,10,1,"You're not seeing, {D you know, } - /","You/PRP 're/VBP not/RB seeing/VBG ,/, you/PRP know/VBP ,/,",,
