swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw10utt/sw_1060_3852.utt,3/sw3852,3852,0,o,A,1,1,"Okay, Ron. /","Okay/UH ,/, Ron/NNP ./.",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,1,o,B,2,1,Okay. /,Okay/UH ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,2,fp,A,3,1,Welcome to the net  /,Welcome/VB to/IN the/DT net/NN,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,3,qw,A,3,2,"{C and, } {F uh, } what did you do about your last auto repair,  /","and/CC ,/, uh/UH ,/, what/WP did/VBD you/PRP do/VB about/IN your/PRP$ last/JJ auto/NN repair/NN ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,4,ad^t,A,3,3,"{F oh, } {C and } might you say what kind of cars you have and so forth. /","oh/UH ,/, and/CC might/MD you/PRP say/VB what/WP kind/NN of/IN cars/NNS you/PRP have/VBP and/CC so/RB forth/RB ./.",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,5,sd,B,4,1,"{D Well, } Larry, my last one, unfortunately, was [ a, + an ] expensive one because I had a brand new Lincoln Town Car  /","Well/UH ,/, Larry/NNP ,/, my/PRP$ last/JJ one/CD ,/, unfortunately/RB ,/, was/VBD a/DT ,/, an/DT expensive/JJ one/CD because/IN I/PRP had/VBD a/DT brand/NN new/JJ Lincoln/NNP Town/NNP Car/NNP",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,6,sd,B,4,2,[ {C and } + --,and/CC --/:,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,7,%,A,5,1,{F Um. } /,Um/UH ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,8,+,B,6,1,"-- {C and } ] a couple of ladies ran a stop light,  /","--/: and/CC a/DT couple/NN of/IN ladies/NNS ran/VBD a/DT stop/NN light/NN ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,9,sd,B,6,2,"the lights weren't working properly,  /","the/DT lights/NNS were/VBD n't/RB working/VBG properly/RB ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,10,sd,B,6,3,"it wasn't their fault,  /","it/PRP was/VBD n't/RB their/PRP$ fault/NN ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,11,sd,B,6,4,"{C but } [ we, + they ] didn't run it.  /","but/CC we/PRP ,/, they/PRP did/VBD n't/RB run/VB it/PRP ./.",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,12,sd,B,6,5,"We both had green,  /","We/PRP both/DT had/VBD green/JJ ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,13,sd,B,6,6,"{C and } she hit me and did about eleven thousand dollars worth of damage to my car,  /","and/CC she/PRP hit/VBD me/PRP and/CC did/VBD about/RB eleven/CD thousand/CD dollars/NNS worth/JJ of/IN damage/NN to/IN my/PRP$ car/NN ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,14,%,B,6,7,{C so. } -/,so/RB ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,15,ba,A,7,1,"My goodness gracious that's, -/","My/PRP$ goodness/NN gracious/JJ that/DT 's/BES ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,16,sd,B,8,1,That was a huge repair bill. /,That/DT was/VBD a/DT huge/JJ repair/NN bill/NN ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,17,qy^g,A,9,1,"{D Well, } that's still not enough for a total, is it. /","Well/UH ,/, that/DT 's/BES still/RB not/RB enough/RB for/IN a/DT total/NN ,/, is/VBZ it/PRP ./.",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,18,ng,B,10,1,"I know,  /","I/PRP know/VBP ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,19,sd,B,10,2,I hated that. /,I/PRP hated/VBD that/DT ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,20,sd,A,11,1,It's a very expensive automobile. /,It/PRP 's/BES a/DT very/RB expensive/JJ automobile/NN ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,21,sd,B,12,1,"{C So } it wasn't enough to total it,  /","So/RB it/PRP was/VBD n't/RB enough/RB to/TO total/VB it/PRP ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,22,sd,B,12,2,"{C but } [ that's my, + that's ] been my most, {F uh, } expensive repair probably in the last year, with the except of just service work, because I buy a new car every two years  /","but/CC that/DT 's/BES my/PRP$ ,/, that/DT 's/HVS been/VBN my/PRP$ most/RBS ,/, uh/UH ,/, expensive/JJ repair/NN probably/RB in/IN the/DT last/JJ year/NN ,/, with/IN the/DT except/IN of/IN just/RB service/NN work/NN ,/, because/IN I/PRP buy/VBP a/DT new/JJ car/NN every/DT two/CD years/NNS",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,23,%,B,12,3,"{C and, } -/","and/CC ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,24,qy,A,13,1,"{F Oh, } {C and } do you buy one every two years? /","Oh/UH ,/, and/CC do/VBP you/PRP buy/VB one/CD every/DT two/CD years/NNS ?/.",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,25,nd,B,14,1,"{D Well, } I travel a lot,  /","Well/UH ,/, I/PRP travel/VBP a/DT lot/NN ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,26,sd,B,14,2,{C so } --,so/RB --/:,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,27,b,A,15,1,Uh-huh. /,Uh-huh/UH ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,28,+,B,16,1,"-- {D you know, } {F uh, } this last one I leased,  /","--/: you/PRP know/VBP ,/, uh/UH ,/, this/DT last/JJ one/CD I/PRP leased/VBD ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,29,no,B,16,2,"{C so } I don't know,  /","so/RB I/PRP do/VBP n't/RB know/VB ,/,",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,30,sd,B,16,3,{C and } I leased it on a twenty-four month program.  /,and/CC I/PRP leased/VBD it/PRP on/IN a/DT twenty-four/CD month/NN program/NN ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,31,sd,B,16,4,First time I've ever done that.  /,First/JJ time/NN I/PRP 've/VBP ever/RB done/VBN that/DT ./.,,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,32,sd,B,16,5,"{C But } I'll probably go back to buying them, because I don't care to lease them <laughter>. /","But/CC I/PRP 'll/MD probably/RB go/VB back/RB to/IN buying/VBG them/PRP ,/, because/IN I/PRP do/VBP n't/RB care/VB to/TO lease/VB them/PRP ./.",,
sw10utt/sw_1060_3852.utt,3/sw3852,3852,33,qy,A,17,1,"Did this car have one of these expanding balloons,  /","Did/VBD this/DT car/NN have/VB one/CD of/IN these/DT expanding/VBG balloons/NNS ,/,",,
