swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw03utt/sw_0374_4032.utt,4/sw4032,4032,0,o,A,1,1,"Okay,  /","[ Okay/UH ] ,/,","(INTJ (UH Okay) (, ,) (-DFL- E_S))",1
sw03utt/sw_0374_4032.utt,4/sw4032,4032,1,qy,A,1,2,"Martin, do you do any exercise? /","[ Martin/NNP ] ,/, do/VBP  [ you/PRP ] do/VB  [ any/DT exercise/NN ] ?/.","(SQ (NP-VOC (NNP Martin)) (, ,) (VBP do) (NP-SBJ (PRP you)) (VP (VB do) (NP (DT any) (NN exercise))) (. ?) (-DFL- E_S))",2
sw03utt/sw_0374_4032.utt,4/sw4032,4032,2,ny,B,2,1,"Yes,  /","Yes/UH ,/,","(INTJ (UH Yes) (, ,) (-DFL- E_S))",4
sw03utt/sw_0374_4032.utt,4/sw4032,4032,3,sd^e,B,2,2,I do.  /,[ I/PRP ] do/VBP ./.,(S (NP-SBJ (PRP I)) (VP (VBP do)) (. .) (-DFL- E_S)),5
sw03utt/sw_0374_4032.utt,4/sw4032,4032,4,sd,B,2,3,"{F Uh, } I like to, {F uh, } play  basketball and weight lifting.  /","[ Uh/UH ] ,/,  [ I/PRP ] like/VBP to/TO ,/,  [ uh/UH ] ,/, play/VB  [ basketball/NN ] and/CC  [ weight/NN lifting/NN ] ./.","(S (INTJ (UH Uh)) (, ,) (NP-SBJ-1 (PRP I)) (VP (VBP like) (UCP (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (, ,) (INTJ (UH uh)) (, ,) (VP (VB play) (NP (NN basketball))))) (CC and) (NP (NN weight) (NN lifting)))) (. .) (-DFL- E_S))",6
sw03utt/sw_0374_4032.utt,4/sw4032,4032,5,sd,B,2,4,Those are probably the two main things I like to do. /,[ Those/DT ] are/VBP probably/RB  [ the/DT two/CD main/JJ things/NNS I/PRP ] like/VBP to/TO do/VB ./.,(S (NP-SBJ (DT Those)) (VP (VBP are) (ADVP (RB probably)) (NP-PRD (NP (DT the) (CD two) (JJ main) (NNS things)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ-1 (PRP I)) (VP (VBP like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)))))))))) (. .) (-DFL- E_S)),7
sw03utt/sw_0374_4032.utt,4/sw4032,4032,6,b,A,3,1,Uh-huh.  /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),9
sw03utt/sw_0374_4032.utt,4/sw4032,4032,7,qy^d,A,3,2,"{F Um, } {C so } those are more or less  indoor sports.  /","Um/UH ,/, so/RB  [ those/DT ] are/VBP more/JJR or/CC  [ less/JJR indoor/JJ sports/NNS ] ./.","(S (INTJ (UH Um)) (, ,) (RB so) (NP-SBJ (DT those)) (VP (VBP are) (ADVP (JJR more) (CC or) (JJR less)) (NP-PRD (JJ indoor) (NNS sports))) (. .) (-DFL- E_S))",10
sw03utt/sw_0374_4032.utt,4/sw4032,4032,8,qw,A,3,3,How's the --,How/WRB 's/BES  [ the/DT ] --/:,(SBARQ (WHADVP-1 (WRB How)) (SQ (BES 's) (NP-SBJ (NP (DT the) (NN weather)) (PP-LOC (IN out) (ADVP (RB there))) (PP-LOC (IN in) (NP (NNP Georgia)))) (ADVP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)),11
sw03utt/sw_0374_4032.utt,4/sw4032,4032,9,ny,B,4,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),13
sw03utt/sw_0374_4032.utt,4/sw4032,4032,10,+,A,5,1,-- weather out there in Georgia? /,--/:  [ weather/NN ] out/IN there/RB in/IN  [ Georgia/NNP ] ?/.,(SBARQ (WHADVP-1 (WRB How)) (SQ (BES 's) (NP-SBJ (NP (DT the) (NN weather)) (PP-LOC (IN out) (ADVP (RB there))) (PP-LOC (IN in) (NP (NNP Georgia)))) (ADVP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)),11
sw03utt/sw_0374_4032.utt,4/sw4032,4032,11,sd,B,6,1,"{F Um, } [ [ in, + in, ] + in ] the winter, [ you, + ]  typically [ it's, + it's ] probably too cold to go out and do things like tennis.  /","[ Um/UH ] ,/, in/IN ,/, in/IN ,/, in/IN  [ the/DT winter/NN ] ,/,  [ you/PRP ] ,/, typically/RB  [ it/PRP ] 's/BES ,/,  [ it/PRP ] 's/BES probably/RB too/RB cold/JJ to/TO go/VB out/RB and/CC do/VB  [ things/NNS ] like/IN  [ tennis/NN ] ./.","(S (INTJ (UH Um)) (, ,) (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (PP-TMP-UNF (IN in)) (, ,) (IP (-DFL- \+))) (PP-TMP-UNF (IN in)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (PP-TMP (IN in) (RS (-DFL- \])) (NP (DT the) (NN winter))) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP you)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (ADVP (RB typically)) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (VP (BES 's) (RS (-DFL- \])) (ADVP (RB probably)) (ADJP-PRD (RB too) (JJ cold) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VP (VB go) (ADVP (RB out))) (CC and) (VP (VB do) (NP (NP (NNS things)) (PP (IN like) (NP (NN tennis)))))))))) (. .) (-DFL- E_S))",16
sw03utt/sw_0374_4032.utt,4/sw4032,4032,12,sd,B,6,2,"{F Um, } I like to play  tennis in the --","[ Um/UH ] ,/,  [ I/PRP ] like/VBP to/TO play/VB  [ tennis/NN ] in/IN  [ the/DT ] --/:","(S (INTJ (UH Um)) (, ,) (NP-SBJ-1 (PRP I)) (VP (VBP like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB play) (NP (NN tennis)) (PP-TMP (PP (IN in) (NP (DT the) (NN summer) (NN time))) (CC or) (PP (IN in) (NP (DT the) (NN spring) (, ,) (NN fall)))))))) (, ,) (-DFL- E_S))",17
sw03utt/sw_0374_4032.utt,4/sw4032,4032,13,b,A,7,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),9
sw03utt/sw_0374_4032.utt,4/sw4032,4032,14,+,B,8,1,"-- summer time or in the spring, fall,  /","--/:  [ summer/NN time/NN ] or/CC in/IN  [ the/DT spring/NN ] ,/,  [ fall/NN ] ,/,","(S (INTJ (UH Um)) (, ,) (NP-SBJ-1 (PRP I)) (VP (VBP like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB play) (NP (NN tennis)) (PP-TMP (PP (IN in) (NP (DT the) (NN summer) (NN time))) (CC or) (PP (IN in) (NP (DT the) (NN spring) (, ,) (NN fall)))))))) (, ,) (-DFL- E_S))",17
sw03utt/sw_0374_4032.utt,4/sw4032,4032,15,sd,B,8,2,{C but } in the winter  it gets pretty cold. /,but/CC in/IN  [ the/DT winter/NN ] [ it/PRP ] gets/VBZ pretty/RB cold/JJ ./.,(S (CC but) (PP-TMP (IN in) (NP (DT the) (NN winter))) (NP-SBJ (PRP it)) (VP (VBZ gets) (ADJP-PRD (RB pretty) (JJ cold))) (. .) (-DFL- E_S)),21
sw03utt/sw_0374_4032.utt,4/sw4032,4032,16,bk,A,9,1,Oh. /,Oh/UH ./.,(INTJ (UH Oh) (. .) (-DFL- E_S)),23
sw03utt/sw_0374_4032.utt,4/sw4032,4032,17,b,B,10,1,"{F Um, } yeah,  /","Um/UH ,/, yeah/UH ,/,","(INTJ (INTJ (UH Um)) (, ,) (INTJ (UH yeah)) (, ,) (-DFL- E_S))",25
sw03utt/sw_0374_4032.utt,4/sw4032,4032,18,sd,B,10,2,"{C so } it's mostly indoor sports,  I think, in the winter. /","so/RB  [ it/PRP ] 's/BES mostly/RB  [ indoor/JJ sports/NNS ] ,/,  [ I/PRP ] think/VBP ,/, in/IN  [ the/DT winter/NN ] ./.","(S-1 (RB so) (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB mostly)) (NP-PRD (JJ indoor) (NNS sports)) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (-NONE- *T*-1))))) (, ,)) (PP-TMP (IN in) (NP (DT the) (NN winter)))) (. .) (-DFL- E_S))",26
sw03utt/sw_0374_4032.utt,4/sw4032,4032,19,b,A,11,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),9
sw03utt/sw_0374_4032.utt,4/sw4032,4032,20,qo,B,12,1,"{F Um, } how about yourself? /","Um/UH ,/, how/WRB about/IN  [ yourself/PRP ] ?/.","(FRAG (INTJ (UH Um)) (, ,) (WHADVP (WRB how)) (PP (IN about) (NP (PRP yourself))) (. ?) (-DFL- E_S))",30
sw03utt/sw_0374_4032.utt,4/sw4032,4032,21,^h,A,13,1,"{D Well, } yeah,  /","Well/UH ,/, yeah/UH ,/,","(INTJ (INTJ (UH Well)) (, ,) (INTJ (UH yeah)) (, ,) (-DFL- E_S))",32
sw03utt/sw_0374_4032.utt,4/sw4032,4032,22,sd,A,13,2,I'm on a exercise program.  /,[ I/PRP ] 'm/VBP on/IN  [ a/DT exercise/NN program/NN ] ./.,(S (NP-SBJ (PRP I)) (VP (VBP 'm) (PP-PRD (IN on) (NP (DT a) (NN exercise) (NN program)))) (. .) (-DFL- E_S)),33
sw03utt/sw_0374_4032.utt,4/sw4032,4032,23,sd,A,13,3,"I'm riding  my Aerodyne bike, {F um } --","[ I/PRP ] 'm/VBP riding/VBG  [ my/PRP$ Aerodyne/NNP bike/NN ] ,/, um/UH --/:","(S (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG riding) (NP (PRP$ my) (NNP Aerodyne) (NN bike)) (, ,) (INTJ (UH um)) (NP-TMP (PDT half) (DT an) (NN hour)) (NP-TMP (DT every) (NN morning)))) (, ,) (-DFL- E_S))",34
sw03utt/sw_0374_4032.utt,4/sw4032,4032,24,b,B,14,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),9
sw03utt/sw_0374_4032.utt,4/sw4032,4032,25,+,A,15,1,"-- half an hour every morning,  /","--/:  [ half/PDT an/DT hour/NN ] [ every/DT morning/NN ] ,/,","(S (NP-SBJ (PRP I)) (VP (VBP 'm) (VP (VBG riding) (NP (PRP$ my) (NNP Aerodyne) (NN bike)) (, ,) (INTJ (UH um)) (NP-TMP (PDT half) (DT an) (NN hour)) (NP-TMP (DT every) (NN morning)))) (, ,) (-DFL- E_S))",34
sw03utt/sw_0374_4032.utt,4/sw4032,4032,26,sd,A,15,2,"{C and } I'm just about ready  to up it to up to forty-five minutes a morning,  /","and/CC  [ I/PRP ] 'm/VBP just/RB about/RB  [ ready/JJ ] to/TO up/VB  [ it/PRP ] to/IN up/IN to/IN  [ forty-five/CD minutes/NNS ] [ a/DT morning/NN ] ,/,","(S (CC and) (NP-SBJ-1 (PRP I)) (VP (VBP 'm) (ADVP (RB just) (RB about)) (ADJP-PRD (JJ ready) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB up) (NP (PRP it)) (PP (IN to) (NP (NP (QP (IN up) (IN to) (CD forty-five)) (NNS minutes)) (NP-ADV (DT a) (NN morning))))))))) (, ,) (-DFL- E_S))",38
sw03utt/sw_0374_4032.utt,4/sw4032,4032,27,sd,A,15,3,{C and } I feel like that's been a  real nice exercise in the winter time.  /,and/CC  [ I/PRP ] feel/VBP like/IN  [ that/DT ] 's/HVS been/VBN  [ a/DT real/RB nice/JJ exercise/NN ] in/IN  [ the/DT winter/NN time/NN ] ./.,(S (CC and) (NP-SBJ (PRP I)) (VP (VBP feel) (SBAR (IN like) (S (NP-SBJ (DT that)) (VP (HVS 's) (VP (VBN been) (NP-PRD (NP (DT a) (ADJP (RB real) (JJ nice)) (NN exercise)) (PP-TMP (IN in) (NP (DT the) (NN winter) (NN time))))))))) (. .) (-DFL- E_S)),39
