swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw03utt/sw_0399_2526.utt,2/sw2526,2526,0,o,A,1,1,"Okay,  /","Okay/UH ,/,","(INTJ (UH Okay) (, ,) (-DFL- E_S))",1
sw03utt/sw_0399_2526.utt,2/sw2526,2526,1,qw,A,1,2,what kind of car are you thinking about buying next? /,[ what/WDT kind/NN ] of/IN  [ car/NN ] are/VBP  [ you/PRP ] thinking/VBG about/IN buying/VBG  [ next/RB ] ?/.,(SBARQ (WHNP-2 (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN car)))) (SQ (VBP are) (NP-SBJ-1 (PRP you)) (VP (VBG thinking) (PP (IN about) (S-NOM (NP-SBJ (-NONE- *-1)) (VP (VBG buying) (NP (-NONE- *T*-2)) (ADVP-TMP (RB next))))))) (. ?) (-DFL- E_S)),2
sw03utt/sw_0399_2526.utt,2/sw2526,2526,2,t1,B,2,1,"{D Well, } [ what a wh-, + what ] do we currently have,  /","Well/UH ,/,  [ what/WP ] [ a/DT wh-/XX ] ,/,  [ what/WP ] do/VBP  [ we/PRP ] currently/RB have/VB ,/,","(SBARQ (INTJ (UH Well)) (, ,) (EDITED (RM (-DFL- \[)) (SBARQ (WHNP (WP what)) (S (NP-SBJ-UNF (DT a) (XX wh-)))) (, ,) (IP (-DFL- \+))) (WHNP-1 (WP what)) (RS (-DFL- \])) (SQ (VBP do) (NP-SBJ (PRP we)) (ADVP-TMP (RB currently)) (VP (VB have) (NP (-NONE- *T*-1)))) (, ,) (-DFL- E_S))",4
sw03utt/sw_0399_2526.utt,2/sw2526,2526,3,sd,B,2,2,"I have a Subaru, {F uh, } G O X T. /","[ I/PRP ] have/VBP  [ a/DT Subaru/NNP ] ,/,  [ uh/UH ] ,/,  [ G/NNP O/NNP X/NNP T/NNP ] ./.","(S (NP-SBJ (PRP I)) (VP (VBP have) (NP (DT a) (NNP Subaru) (, ,) (INTJ (UH uh)) (, ,) (NNP G) (NNP O) (NNP X) (NNP T))) (. .) (-DFL- E_S))",5
sw03utt/sw_0399_2526.utt,2/sw2526,2526,4,qw,A,3,1,What year? /,[ What/WDT year/NN ] ?/.,(WHNP (WDT What) (NN year) (. ?) (-DFL- E_S)),7
sw03utt/sw_0399_2526.utt,2/sw2526,2526,5,sd,B,4,1,Eighty-eight. /,[ Eighty-eight/CD ] ./.,(NP (CD Eighty-eight) (. .) (-DFL- E_S)),9
sw03utt/sw_0399_2526.utt,2/sw2526,2526,6,bk,A,5,1,"{F Oh, } okay.  /","Oh/UH ,/, okay/UH ./.","(INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay)) (. .) (-DFL- E_S))",11
sw03utt/sw_0399_2526.utt,2/sw2526,2526,7,sd,A,5,2,"{D Well, } I have a ninety Honda Civic,  /","Well/UH ,/,  [ I/PRP ] have/VBP  [ a/DT ninety/CD Honda/NNP Civic/NNP ] ,/,","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP have) (NP (DT a) (CD ninety) (NNP Honda) (NNP Civic))) (, ,) (-DFL- E_S))",12
sw03utt/sw_0399_2526.utt,2/sw2526,2526,8,sd,A,5,3,{C and } I'm ready to get rid of it <laughter>.  /,and/CC  [ I/PRP ] 'm/VBP ready/JJ to/TO get/VB  [ rid/VBN ] of/IN  [ it/PRP ] ./.,(S (CC and) (NP-SBJ-1 (PRP I)) (VP (VBP 'm) (ADJP-PRD (JJ ready) (S (NP-SBJ-2 (-NONE- *-1)) (VP (TO to) (VP (VB get) (VP (VBN rid) (NP (-NONE- *-2)) (PP (IN of) (NP (PRP it))))))))) (. .) (-DFL- E_S)),13
sw03utt/sw_0399_2526.utt,2/sw2526,2526,9,%,A,5,4,"{D Actually, } -/","Actually/RB ,/,","(ADVP (RB Actually) (, ,) (-DFL- N_S))",14
