swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw04utt/sw_0445_4697.utt,4/sw4697,4697,0,sd^t,A,1,1,"<Breathing> {D Well, } [ th-, + the ]  question was talking about the juries  /","Well/UH ,/,  [ th-/DT ] ,/,  [ the/DT question/NN ] was/VBD talking/VBG about/IN  [ the/DT juries/NNS ]","(S (INTJ (UH Well)) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (DT th-)) (, ,) (IP (-DFL- \+))) (NP-SBJ (DT the) (RS (-DFL- \])) (NN question)) (VP (VBD was) (VP (VBG talking) (PP (IN about) (NP (DT the) (NNS juries))))) (-DFL- E_S))",1
sw04utt/sw_0445_4697.utt,4/sw4697,4697,1,sd,A,1,2,"{C and, }  {F uh, } one of the things I thought about was a lot of the drunk cases that they were having, [ that, + especially for repeat offenders that, ] {F uh, } - /","and/CC ,/,  [ uh/UH ] ,/,  [ one/CD ] of/IN  [ the/DT things/NNS I/PRP ] thought/VBD about/IN was/VBD  [ a/DT lot/NN ] of/IN  [ the/DT drunk/JJ cases/NNS ] that/WDT  [ they/PRP ] were/VBD having/VBG ,/, that/IN ,/, especially/RB for/IN  [ repeat/JJ offenders/NNS ] [ that/WDT ] ,/,  [ uh/UH ] ,/,","(S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (NP (CD one)) (PP (IN of) (NP (NP (DT the) (NNS things)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP I)) (VP (VBD thought) (PP (IN about) (NP (-NONE- *T*-1))))))))) (VP (VBD was) (NP-PRD (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (DT the) (JJ drunk) (NNS cases)) (SBAR (WHNP-2 (WDT that)) (S (NP-SBJ (PRP they)) (VP (VBD were) (VP (VBG having) (NP (-NONE- *T*-2)))))) (, ,) (SBAR-UNF (EDITED (RM (-DFL- \[)) (WHNP (IN that)) (, ,) (IP (-DFL- \+))) (PP (ADVP (RB especially)) (IN for) (NP (JJ repeat) (NNS offenders))) (WHNP (WDT that)) (, ,) (RS (-DFL- \])) (INTJ (UH uh))))))) (, ,) (-DFL- N_S))",2
sw04utt/sw_0445_4697.utt,4/sw4697,4697,2,sv,A,1,3,maybe there should be stiffer penalties for those people who come back again and again.  /,maybe/RB  [ there/EX ] should/MD be/VB  [ stiffer/JJR penalties/NNS ] for/IN  [ those/DT people/NNS ] [ who/WP ] come/VBP back/RB again/RB and/CC again/RB ./.,(S (ADVP (RB maybe)) (NP-SBJ (EX there)) (VP (MD should) (VP (VB be) (NP-PRD (NP (JJR stiffer) (NNS penalties)) (PP (IN for) (NP (NP (DT those) (NNS people)) (SBAR (WHNP-1 (WP who)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBP come) (ADVP-DIR (RB back)) (ADVP (RB again) (CC and) (RB again)))))))))) (. .) (-DFL- E_S)),3
sw04utt/sw_0445_4697.utt,4/sw4697,4697,3,sv,A,1,4,"{F Uh, }   {C so  that, } {F uh, } a judge, I think, would be the most appropriate person [ to, + {F uh, } to ] be able to sentence somebody since they do it over and over again every day. /","[ Uh/UH ] ,/, so/IN  [ that/IN ] ,/,  [ uh/UH ] ,/,  [ a/DT judge/NN ] ,/,  [ I/PRP ] think/VBP ,/, would/MD be/VB  [ the/DT most/RBS appropriate/JJ person/NN ] to/TO ,/,  [ uh/UH ] ,/, to/TO be/VB able/JJ to/TO sentence/VB  [ somebody/NN ] since/IN  [ they/PRP ] do/VBP  [ it/PRP ] over/IN and/CC over/IN again/RB  [ every/DT day/NN ] ./.","(FRAG (INTJ (UH Uh)) (, ,) (SBAR-PRP (RB so) (IN that) (, ,) (INTJ (UH uh)) (, ,) (S-3 (NP-SBJ (DT a) (NN judge)) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (-NONE- *T*-3))))) (, ,)) (VP (MD would) (VP (VB be) (NP-PRD (NP (DT the) (ADJP (RBS most) (JJ appropriate)) (NN person)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-2 (-NONE- *T*-1)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (INTJ (UH uh)) (, ,) (VP (TO to) (RS (-DFL- \])) (VP (VB be) (ADJP-PRD (JJ able) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB sentence) (NP (NN somebody))))))))))) (SBAR-PRP (IN since) (S (NP-SBJ (PRP they)) (VP (VBP do) (NP (PRP it)) (ADVP (ADVP (IN over) (CC and) (IN over)) (RB again)) (NP-TMP (DT every) (NN day))))))))) (. .) (-DFL- E_S))",4
sw04utt/sw_0445_4697.utt,4/sw4697,4697,4,aa,B,2,1,Right.  /,[ Right/UH ] ./.,(INTJ (UH Right) (. .) (-DFL- E_S)),6
sw04utt/sw_0445_4697.utt,4/sw4697,4697,5,sv,B,2,2,"[  I, + I ] kind of agree with that,","[ I/PRP ] ,/,  [ I/PRP ] [ kind/RB ] of/RB agree/VBP with/IN  [ that/DT ] ,/,","(S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB kind) (RB of)) (VP (VBP agree) (PP (IN with) (NP (DT that))) (, ,) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (PP (IN in) (NP (DT some) (NNS cases))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT the) (NN jury)) (VP (MD may) (RB not) (ADVP (RB even)) (VP (VB have) (, ,) (NP (NP (DT the) (NN information)) (PP (IN about) (NP (NP (JJ other) (NNS crimes)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (DT the) (NN person)) (VP (VBZ has) (VP (VBN committed) (NP (-NONE- *T*-1))))))))))))))))) (. .) (-DFL- E_S))",7
sw04utt/sw_0445_4697.utt,4/sw4697.pos,4697,6,o@,A,3,1,<Buzz> <noise>.   *[[slash error]],./.
sw04utt/sw_0445_4697.utt,4/sw4697,4697,7,+,B,4,1,"because I think in some cases, {F uh, } the jury may not even have,","because/IN  [ I/PRP ] think/VBP in/IN  [ some/DT cases/NNS ] ,/,  [ uh/UH ] ,/,  [ the/DT jury/NN ] may/MD not/RB even/RB have/VB ,/,","(S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB kind) (RB of)) (VP (VBP agree) (PP (IN with) (NP (DT that))) (, ,) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (PP (IN in) (NP (DT some) (NNS cases))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT the) (NN jury)) (VP (MD may) (RB not) (ADVP (RB even)) (VP (VB have) (, ,) (NP (NP (DT the) (NN information)) (PP (IN about) (NP (NP (JJ other) (NNS crimes)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (DT the) (NN person)) (VP (VBZ has) (VP (VBN committed) (NP (-NONE- *T*-1))))))))))))))))) (. .) (-DFL- E_S))",7
sw04utt/sw_0445_4697.utt,4/sw4697.pos,4697,8,+@,A,5,1,<Child_talking>.   *[[slash error]],./.
sw04utt/sw_0445_4697.utt,4/sw4697,4697,9,+,B,6,1,the information about other crimes the person has committed. /,[ the/DT information/NN ] about/IN  [ other/JJ crimes/NNS ] [ the/DT person/NN ] has/VBZ committed/VBN ./.,"(S (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (ADVP (RB kind) (RB of)) (VP (VBP agree) (PP (IN with) (NP (DT that))) (, ,) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (PP (IN in) (NP (DT some) (NNS cases))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (DT the) (NN jury)) (VP (MD may) (RB not) (ADVP (RB even)) (VP (VB have) (, ,) (NP (NP (DT the) (NN information)) (PP (IN about) (NP (NP (JJ other) (NNS crimes)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (DT the) (NN person)) (VP (VBZ has) (VP (VBN committed) (NP (-NONE- *T*-1))))))))))))))))) (. .) (-DFL- E_S))",7
