swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw04utt/sw_0482_3068.utt,3/sw3068,3068,0,qy,A,1,1,"{D Well, } Steve, did you go to college? /","Well/UH ,/,  [ Steve/NNP ] ,/, did/VBD  [ you/PRP ] go/VB to/IN  [ college/NN ] ?/.","(SQ (INTJ (UH Well)) (, ,) (NP-VOC (NNP Steve)) (, ,) (VBD did) (NP-SBJ (PRP you)) (VP (VB go) (PP (IN to) (NP (NN college)))) (. ?) (-DFL- E_S))",1
sw04utt/sw_0482_3068.utt,3/sw3068,3068,1,ny,B,2,1,Yeah.  /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),3
sw04utt/sw_0482_3068.utt,3/sw3068,3068,2,sd^e,B,2,2,"In fact, I'm still going. /","In/IN  [ fact/NN ] ,/,  [ I/PRP ] 'm/VBP still/RB going/VBG ./.","(S (PP (IN In) (NP (NN fact))) (, ,) (NP-SBJ (PRP I)) (VP (VBP 'm) (ADVP-TMP (RB still)) (VP (VBG going))) (. .) (-DFL- E_S))",4
sw04utt/sw_0482_3068.utt,3/sw3068,3068,3,ba,A,3,1,"{F Oh, } that's good.  /","Oh/UH ,/,  [ that/DT ] 's/BES good/JJ ./.","(S (INTJ (UH Oh)) (, ,) (NP-SBJ (DT that)) (VP (BES 's) (ADJP-PRD (JJ good))) (. .) (-DFL- E_S))",6
sw04utt/sw_0482_3068.utt,3/sw3068,3068,4,qy^d,A,3,2,{C So } you probably could give some great advice. /,So/RB  [ you/PRP ] probably/RB could/MD give/VB  [ some/DT great/JJ advice/NN ] ./.,(S (RB So) (NP-SBJ (PRP you)) (ADVP (RB probably)) (VP (MD could) (VP (VB give) (NP (DT some) (JJ great) (NN advice)))) (. .) (-DFL- E_S)),7
sw04utt/sw_0482_3068.utt,3/sw3068,3068,5,nd,B,4,1,"{F Uh, } {D well, } I don't know about that, <breathing>  /","[ Uh/UH ] ,/, well/UH ,/,  [ I/PRP ] do/VBP n't/RB know/VB about/IN  [ that/DT ] ,/,","(S (INTJ (UH Uh)) (, ,) (INTJ (UH well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (PP (IN about) (NP (DT that))))) (, ,) (-DFL- E_S))",9
sw04utt/sw_0482_3068.utt,3/sw3068,3068,6,sd,B,4,2,"{C but } [ I, + in fact, I'm ] in the process of trying to choose a P H D school. /","but/CC  [ I/PRP ] ,/, in/IN  [ fact/NN ] ,/,  [ I/PRP ] 'm/VBP in/IN  [ the/DT process/NN ] of/IN trying/VBG to/TO choose/VB  [ a/DT P/NNP H/NNP D/NNP school/NN ] ./.","(S (CC but) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (PP (IN in) (NP (NN fact))) (, ,) (NP-SBJ (PRP I)) (VP (VBP 'm) (RS (-DFL- \])) (PP-PRD (IN in) (NP (NP (DT the) (NN process)) (PP (IN of) (S-NOM (NP-SBJ-1 (-NONE- *)) (VP (VBG trying) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB choose) (NP (DT a) (NNP P) (NNP H) (NNP D) (NN school))))))))))) (. .) (-DFL- E_S))",10
sw04utt/sw_0482_3068.utt,3/sw3068,3068,7,b,A,5,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),12
sw04utt/sw_0482_3068.utt,3/sw3068.pos,3068,8,x,B,6,1,<Breathing>.,./.
sw04utt/sw_0482_3068.utt,3/sw3068,3068,9,qw,A,7,1,"{D Well, } [ what's your ca-, + what's your interest, ]  /","Well/UH ,/,  [ what/WP ] 's/BES  [ your/PRP$ ca-/NN ] ,/,  [ what/WP ] 's/BES  [ your/PRP$ interest/NN ] ,/,","(SBARQ (INTJ (UH Well)) (, ,) (EDITED (RM (-DFL- \[)) (SBARQ (WHNP (WP what)) (SQ (BES 's) (NP-SBJ-UNF (PRP$ your) (NN ca-)))) (, ,) (IP (-DFL- \+))) (WHNP-1 (WP what)) (SQ (BES 's) (NP-SBJ (PRP$ your) (NN interest)) (NP-PRD (-NONE- *T*-1))) (, ,) (RS (-DFL- \])) (-DFL- E_S))",15
