swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw13utt/sw_1321_4102.utt,,4102,0,qo,A,1,1,So what do you think about caring for older folks Dale? /,,,
sw13utt/sw_1321_4102.utt,,4102,1,sv,B,2,1,"Well, I think, uh the elderly is a really neat population to care for. /",,,
sw13utt/sw_1321_4102.utt,,4102,2,b,A,3,1,Uh-huh. /,,,
sw13utt/sw_1321_4102.utt,,4102,3,sv,B,4,1,They've got a lot of special needs  /,,,
sw13utt/sw_1321_4102.utt,,4102,4,sv,B,4,2,"and at the same time, uh, the majority of them don't want to give up the independence that they have. /",,,
sw13utt/sw_1321_4102.utt,,4102,5,aa,A,5,1,"Right, /",,,
sw13utt/sw_1321_4102.utt,,4102,6,x,B,6,1,<Throat_clearing>. /,,,
sw13utt/sw_1321_4102.utt,,4102,7,aa,A,7,1,very definitely. /,,,
sw13utt/sw_1321_4102.utt,,4102,8,sv,B,8,1,And so you've got a real balance to make there. /,,,
sw13utt/sw_1321_4102.utt,,4102,9,b,A,9,1,Uh-huh. /,,,
sw13utt/sw_1321_4102.utt,,4102,10,qo,B,10,1,What about you? /,,,
sw13utt/sw_1321_4102.utt,,4102,11,sd,A,11,1,"Well, I'm thinking about it more in terms of my parents that are starting to get old.  /",,,
sw13utt/sw_1321_4102.utt,,4102,12,sd,A,11,2,"They aren't really that old,  /",,,
sw13utt/sw_1321_4102.utt,,4102,13,sd,A,11,3,"but they are, sort of wearing out.  /",,,
sw13utt/sw_1321_4102.utt,,4102,14,sd,A,11,4,My mamma is a dialysis patient -- /,,,
sw13utt/sw_1321_4102.utt,,4102,15,b,B,12,1,Uh-huh. /,,,
sw13utt/sw_1321_4102.utt,,4102,16,sd,A,13,1,"-- and she is only about sixty-four,  /",,,
sw13utt/sw_1321_4102.utt,,4102,17,sd,A,13,2,but she's had some pretty close calls  /,,,
sw13utt/sw_1321_4102.utt,,4102,18,sd,A,13,3,and my daddy has to drive her to dialysis now  /,,,
sw13utt/sw_1321_4102.utt,,4102,19,sd,A,13,4,and so she's phasing out {sounds like}  /,,,
sw13utt/sw_1321_4102.utt,,4102,20,sd,A,13,5,"and, but she's also a very, very, very independent person and doesn't  like having having people, uh, not being able to do things for herself when  she wants to -- /",,,
sw13utt/sw_1321_4102.utt,,4102,21,b^r,B,14,1,Uh-huh. /,,,
sw13utt/sw_1321_4102.utt,,4102,22,sd,A,15,1,"-- uh, I know they certainly don't want to be in a nursing home,  /",,,
sw13utt/sw_1321_4102.utt,,4102,23,sd,A,15,2,but my daddy keeps talking about it.  /,,,
sw13utt/sw_1321_4102.utt,,4102,24,%,A,15,3,"I don't, - /",,,
sw13utt/sw_1321_4102.utt,,4102,25,sd,A,15,4,"I couldn't possibly,",,,
sw13utt/sw_1321_4102.utt,,4102,26,%,B,16,1,<Throat_clearing> {very faint}. /,,,
sw13utt/sw_1321_4102.utt,,4102,27,+,A,17,1,couldn't never see him in a nursing home. /,,,
sw13utt/sw_1321_4102.utt,,4102,28,x,B,18,1,<Laughter>. /,,,
