swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw07utt/sw_0754_3003.utt,3/sw3003,3003,0,bf,A,1,1,"{D Okay, } you say you're going to buy a new car. /","Okay/UH ,/, you/PRP say/VBP you/PRP 're/VBP going/VBG to/TO buy/VB a/DT new/JJ car/NN ./.",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,1,ar,B,2,1,"{D Well } no,  /","Well/UH no/UH ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,2,sd,B,2,2,it's probably going to be a very old used one.  /,it/PRP 's/BES probably/RB going/VBG to/TO be/VB a/DT very/RB old/JJ used/JJ one/NN ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,3,sd,B,2,3,"My husband had an accident in my car a little over a week ago, /","My/PRP$ husband/NN had/VBD an/DT accident/NN in/IN my/PRP$ car/NN a/DT little/JJ over/IN a/DT week/NN ago/RB ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,4,b,A,3,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,5,sd,B,4,1,"{C and } I drove a nineteen seventy-seven, {F um, } B M W  /","and/CC I/PRP drove/VBD a/DT nineteen/CD seventy-seven/CD ,/, um/UH ,/, B/NNP M/NNP W/NNP",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,6,%,B,4,2,{C and so } I believe - /,and/CC so/RB I/PRP believe/VBP,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,7,sd,B,4,3,"{C and } I'll know the answer today,","and/CC I/PRP 'll/MD know/VB the/DT answer/NN today/NN ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,8,x,A,5,1,<Throat_clearing>.,,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,9,+,B,6,1,that they're going to total it.  /,that/IN they/PRP 're/VBP going/VBG to/TO total/VB it/PRP ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,10,sd,B,6,2,I think that it will cost more to fix it than it's probably worth. /,I/PRP think/VBP that/IN it/PRP will/MD cost/VB more/JJR to/TO fix/VB it/PRP than/IN it/PRP 's/BES probably/RB worth/JJ ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,11,b,A,7,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,12,sd,B,8,1,"{C But } I'm not interested in having any car payments,  /","But/CC I/PRP 'm/VBP not/RB interested/JJ in/IN having/VBG any/DT car/NN payments/NNS ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,13,sd,B,8,2,"{C so } I actually went last weekend with, - /","so/RB I/PRP actually/RB went/VBD last/JJ weekend/NN with/IN ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,14,sd,B,8,3,my father was in town  /,my/PRP$ father/NN was/VBD in/IN town/NN,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,15,sd,B,8,4,{C and }  we went and looked at used cars around town.  /,and/CC we/PRP went/VBD and/CC looked/VBD at/IN used/JJ cars/NNS around/IN town/NN ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,16,sd,B,8,5,"{F Uh, } {C and } [ I, + {D you know, } I ] found  {D like } a nineteen eighty-four Regency Ninety-eight with only forty-six thousand miles on it  /","Uh/UH ,/, and/CC I/PRP ,/, you/PRP know/VBP ,/, I/PRP found/VBD like/UH a/DT nineteen/CD eighty-four/CD Regency/NNP Ninety-eight/NNP with/IN only/RB forty-six/CD thousand/CD miles/NNS on/IN it/PRP",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,17,sd,B,8,6,"{C and } that was pretty good condition, {F uh. } /","and/CC that/DT was/VBD pretty/RB good/JJ condition/NN ,/, uh/UH ./.",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,18,b,A,9,1,Yeah  /,Yeah/UH,,
sw07utt/sw_0754_3003.utt,3/sw3003.pos,3003,19,x,A,9,2,<throat_clearing>.,./.
sw07utt/sw_0754_3003.utt,3/sw3003,3003,20,sd,B,10,1,"{C But } I also found a nineteen eighty Volvo, {F uh, }  station wagon --","But/CC I/PRP also/RB found/VBD a/DT nineteen/CD eighty/CD Volvo/NNP ,/, uh/UH ,/, station/NN wagon/NN --/:",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,21,b,A,11,1,Right. /,Right/UH ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,22,+,B,12,1,-- that was in just super condition.  /,--/: that/WDT was/VBD in/IN just/RB super/JJ condition/NN ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,23,sd,B,12,2,"{E I mean }  there's not a dent on the outside body,  /","I/PRP mean/VBP there/EX 's/BES not/RB a/DT dent/NN on/IN the/DT outside/JJ body/NN ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,24,sd,B,12,3,the inside is clean  /,the/DT inside/NN is/VBZ clean/JJ,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,25,sd,B,12,4,it's had the same owner for years. /,it/PRP 's/HVS had/VBN the/DT same/JJ owner/NN for/IN years/NNS ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,26,b,A,13,1,Right. /,Right/UH ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,27,sd,B,14,1,"[ It, + it ] has about eighty thousand miles  on it  /","It/PRP ,/, it/PRP has/VBZ about/RB eighty/CD thousand/CD miles/NNS on/IN it/PRP",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,28,sd,B,14,2,"{C but } that's all right, {D you know, }  /","but/CC that/DT 's/BES all/RB right/JJ ,/, you/PRP know/VBP ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,29,sd,B,14,3,"the engine's in excellent shape, /","the/DT engine/NN 's/BES in/IN excellent/JJ shape/NN ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,30,b,A,15,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,31,sd,B,16,1,{C and } I think it would last me probably  another fifty or sixty thousand miles. /,and/CC I/PRP think/VBP it/PRP would/MD last/VB me/PRP probably/RB another/DT fifty/CD or/CC sixty/CD thousand/CD miles/NNS ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,32,b,A,17,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,33,sd,B,18,1,"{C So, } I guess I'm kind of in limbo waiting to  see what the insurance [ is, + ] {D you know, }  company is going to do, to see whether or not I can get one of these cars.  /","So/RB ,/, I/PRP guess/VBP I/PRP 'm/VBP kind/RB of/RB in/IN limbo/NN waiting/VBG to/TO see/VB what/WP the/DT insurance/NN is/VBZ ,/, you/PRP know/VBP ,/, company/NN is/VBZ going/VBG to/TO do/VB ,/, to/TO see/VB whether/IN or/CC not/RB I/PRP can/MD get/VB one/CD of/IN these/DT cars/NNS ./.",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,34,sd,B,18,2,"I don't want a new car though,  /","I/PRP do/VBP n't/RB want/VB a/DT new/JJ car/NN though/RB ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,35,sd,B,18,3,a new car payment. -/,a/DT new/JJ car/NN payment/NN ./.,,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,36,aa,A,19,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,37,sd,A,19,2,"[ I, + I ] understand that.  /","I/PRP ,/, I/PRP understand/VBP that/DT ./.",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,38,sd,A,19,3,"We, {F uh, } just paid off one, <throat_clearing> my wife's car, {F uh, } I guess, [ la-, + ]  early last year  /","We/PRP ,/, uh/UH ,/, just/RB paid/VBD off/RP one/CD ,/, my/PRP$ wife/NN 's/POS car/NN ,/, uh/UH ,/, I/PRP guess/VBP ,/, la-/XX ,/, early/JJ last/JJ year/NN",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,39,sd,A,19,4,"{C and so } we're, {D you know, } enjoying not having [ that, + that ] payment [ every, + every ]  month  /","and/CC so/RB we/PRP 're/VBP ,/, you/PRP know/VBP ,/, enjoying/VBG not/RB having/VBG that/DT ,/, that/DT payment/NN every/DT ,/, every/DT month/NN",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,40,sd,A,19,5,"{C and, } {C but } it's getting up in age, {F uh, }  /","and/CC ,/, but/CC it/PRP 's/BES getting/VBG up/IN in/IN age/NN ,/, uh/UH ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,41,sd,A,19,6,"we're trying to hold out a  little while longer, {F uh, }  /","we/PRP 're/VBP trying/VBG to/TO hold/VB out/RP a/DT little/JJ while/IN longer/RBR ,/, uh/UH ,/,",,
sw07utt/sw_0754_3003.utt,3/sw3003,3003,42,sd,A,19,7,"we've got [ [ a, + a ] + [ y-, kno-, sho-, + ]  a ] daughter who's almost two now,  /","we/PRP 've/VBP got/VBN a/DT ,/, a/DT y-/PRP ,/, kno/VBP ,/, sho-/XX ,/, a/DT daughter/NN who/WP 's/BES almost/RB two/CD now/RB ,/,",,
