swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0971_2839.utt,2/sw2839,2839,0,o,A,1,1,All right. /,All/RB right/JJ ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,1,b,B,2,1,"<Talking> <<people in background>> Yes,  /","Yes/UH ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,2,sv,B,2,2,I think we're terribly taxed.  /,I/PRP think/VBP we/PRP 're/VBP terribly/RB taxed/VBN ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,3,sv,B,2,3,"[ I, + I ] think the Republicans have taxed us just as much as the Democrats,  /","I/PRP ,/, I/PRP think/VBP the/DT Republicans/NNPS have/VBP taxed/VBN us/PRP just/RB as/RB much/JJ as/IN the/DT Democrats/NNPS ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,4,sv,B,2,4,{C and } I don't think there's a change between one party than the other.  /,and/CC I/PRP do/VBP n't/RB think/VB there/EX 's/BES a/DT change/NN between/IN one/CD party/NN than/IN the/DT other/JJ ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,5,sv,B,2,5,"{F Uh, } I think we get a lot back,  /","Uh/UH ,/, I/PRP think/VBP we/PRP get/VBP a/DT lot/NN back/RP ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,6,sv,B,2,6,{C but } not as much as we should. /,but/CC not/RB as/RB much/JJ as/IN we/PRP should/MD ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,7,sv,A,3,1,"{F Uh, } I guess what I feel about it is that it's so mismanaged that [ it, + there's ] got to be something.  /","Uh/UH ,/, I/PRP guess/VBP what/WP I/PRP feel/VBP about/IN it/PRP is/VBZ that/IN it/PRP 's/BES so/RB mismanaged/VBN that/IN it/PRP ,/, there/EX 's/HVS got/VBN to/TO be/VB something/NN ./.",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,8,sv,A,3,2,"[ When, + when ] we pay so much [ for the, + for the ] debt, instead of using the money for where --","When/WRB ,/, when/WRB we/PRP pay/VBP so/RB much/JJ for/IN the/DT ,/, for/IN the/DT debt/NN ,/, instead/IN of/IN using/VBG the/DT money/NN for/IN where/WRB --/:",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,9,b,B,4,1,# Right. # /,Right/UH ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,10,+,A,5,1,"-- # it ought # to go, [ [ it, + it's just, ] + it's ] ridiculous.  /","--/: it/PRP ought/MD to/TO go/VB ,/, it/PRP ,/, it/PRP 's/BES just/RB ,/, it/PRP 's/BES ridiculous/JJ ./.",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,11,%,A,5,2,"What kills me is when they had a chance [ to, + to, ] {F uh, } put into [ ac-, + action ] [ [ the, + the g-, ] + the Glen-, Rub-, ] - /","What/WP kills/VBZ me/PRP is/VBZ when/WRB they/PRP had/VBD a/DT chance/NN to/TO ,/, to/TO ,/, uh/UH ,/, put/VB into/IN ac-/NN ,/, action/NN the/DT ,/, the/DT g-/NNP ,/, the/DT Glen-/NNP ,/, Rub-/NNP ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,12,qw,A,5,3,"what is it, {F uh, } the act where they had to cut everything across the board -- /","what/WP is/VBZ it/PRP ,/, uh/UH ,/, the/DT act/NN where/WRB they/PRP had/VBD to/TO cut/VB everything/NN across/IN the/DT board/NN --/:",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,13,sd,B,6,1,"[ The Gramm, + # the Gramm ] Rudman Act.  /","The/DT Gramm/NNP ,/, the/DT Gramm/NNP Rudman/NNP Act/NNP ./.",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,14,%,B,6,2,Yeah. # /,Yeah/UH ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,15,sv,A,7,1,"-- # [ they kept doing, + # they kept putting off doing ] that.  /","--/: they/PRP kept/VBD doing/VBG ,/, they/PRP kept/VBD putting/VBG off/RB doing/VBG that/DT ./.",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,16,qh,A,7,2,Why did they do that?  /,Why/WRB did/VBD they/PRP do/VBP that/DT ?/.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,17,sv,A,7,3,That's exactly what they needed to do to get their act together. /,That/DT 's/BES exactly/RB what/WP they/PRP needed/VBD to/TO do/VB to/TO get/VB their/PRP$ act/NN together/RB ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,18,b,B,8,1,"Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,19,sv,B,8,2,{D well } I think they spend too much.  /,well/UH I/PRP think/VBP they/PRP spend/VBP too/RB much/JJ ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,20,sv,B,8,3,"[ They, + they ] spend too much on themselves, too,  /","They/PRP ,/, they/PRP spend/VBP too/RB much/JJ on/IN themselves/PRP ,/, too/RB ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,21,sv,B,8,4,"[ [ the, + the, ] +","the/DT ,/, the/DT ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,22,aa,A,9,1,"{F Oh, } yeah,  /","Oh/UH ,/, yeah/UH ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,23,aa,A,9,2,I think so too. /,I/PRP think/VBP so/RB too/RB ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,24,+,B,10,1,"A lot of [ the, + the ] ] taxes gets back to the members of the Congress and  everything all running for twenty years, # rather than. # -/","A/DT lot/NN of/IN the/DT ,/, the/DT taxes/NNS gets/VBZ back/RB to/IN the/DT members/NNS of/IN the/DT Congress/NNP and/CC everything/NN all/DT running/VBG for/IN twenty/CD years/NNS ,/, rather/IN than/IN ./.",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,25,aa,A,11,1,"# Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,26,sv,A,11,2,{D well. } #  Things like mailings.  /,well/UH ./. Things/NNS like/IN mailings/NNS ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,27,sv,A,11,3,They don't use any kind of restraint on some of these things.  /,They/PRP do/VBP n't/RB use/VB any/DT kind/NN of/IN restraint/NN on/IN some/DT of/IN these/DT things/NNS ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,28,sv,A,11,4,They just think once they get there that they can do just anything.  /,They/PRP just/RB think/VBP once/RB they/PRP get/VBP there/RB that/IN they/PRP can/MD do/VB just/RB anything/NN ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,29,ar,A,11,5,"No,  /","No/UH ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,30,sd,A,11,6,"[ they don't, + they don't ] try [ to, + {F uh } --","they/PRP do/VBP n't/RB ,/, they/PRP do/VBP n't/RB try/VB to/TO ,/, uh/UH --/:",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,31,aa,B,12,1,"No,  /","No/UH ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,32,aa,B,12,2,you're right. /,you/PRP 're/VBP right/JJ ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,33,+,A,13,1,-- to ] conserve.  /,--/: to/TO conserve/VB ./.,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,34,sv,A,13,2,"{C And } of course, here at home, we end up conserving and  conserving  /","And/CC of/IN course/NN ,/, here/RB at/IN home/NN ,/, we/PRP end/VBP up/RP conserving/VBG and/CC conserving/VBG",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,35,sd,A,13,3,"{C and, } {E I mean, } when I don't have money, I don't buy something. /","and/CC ,/, I/PRP mean/VBP ,/, when/WRB I/PRP do/VBP n't/RB have/VB money/NN ,/, I/PRP do/VBP n't/RB buy/VB something/NN ./.",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,36,aa,B,14,1,"Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,37,aa,B,14,2,no  /,no/UH,,
