swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0903_2576.utt,2/sw2576,2576,0,o,A,1,1,Here we go. /,Here/RB we/PRP go/VBP ./.,,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,1,b,B,2,1,"Okay,  /","Okay/UH ,/,",,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,2,qy^t,B,2,2,"{F um, } now we're supposed to talk about social activities.  /","um/UH ,/, now/UH we/PRP 're/VBP supposed/VBN to/TO talk/VB about/IN social/JJ activities/NNS ./.",,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,3,^g,B,2,3,Right? /,Right/UH ?/.,,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,4,nd^t,A,3,1,"{D Well, } the changes that's occurred, - /","Well/UH ,/, the/DT changes/NNS that/WDT 's/HVS occurred/VBN ,/,",,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,5,sd^t,A,3,2,"{D like } [ it, + how was it, ] maybe ten, twenty, thirty years ago as opposed to what it is today -- /","like/IN it/PRP ,/, how/WRB was/VBD it/PRP ,/, maybe/RB ten/CD ,/, twenty/CD ,/, thirty/CD years/NNS ago/RB as/IN opposed/VBN to/IN what/WP it/PRP is/VBZ today/NN --/:",,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,6,b,B,4,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,7,sd^t,A,5,1,"-- how we're living socially in comparison to maybe from that time period from ten, twenty, or whatever you remember it to be. /","--/: how/WRB we/PRP 're/VBP living/VBG socially/RB in/IN comparison/NN to/IN maybe/RB from/IN that/DT time/NN period/NN from/IN ten/CD ,/, twenty/CD ,/, or/CC whatever/WP you/PRP remember/VBP it/PRP to/TO be/VB ./.",,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,8,sv,B,6,1,"[ I think, + {F um, } {D well, } I guess ] it would be like your generation compared to my generation.  /","I/PRP think/VBP ,/, um/UH ,/, well/UH ,/, I/PRP guess/VBP it/PRP would/MD be/VB like/IN your/PRP$ generation/NN compared/VBN to/IN my/PRP$ generation/NN ./.",,
sw09utt/sw_0903_2576.utt,2/sw2576,2576,9,sv,B,6,2,"I think your generation is, {F um, } - /","I/PRP think/VBP your/PRP$ generation/NN is/VBZ ,/, um/UH ,/,",,
