swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0929_2344.utt,2/sw2344,2344,0,fp,B,1,1,Hello /,Hello/UH,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,1,fp,A,2,1,Hi /,Hi/UH,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,2,fp^m,B,3,1,"Hi, /","Hi/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,3,fp,A,4,1,"My name's Ken, /","My/PRP$ name/NN 's/BES Ken/NNP ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,4,fp,B,5,1,"Hi Ken,  /","Hi/UH Ken/NNP ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,5,fp,B,5,2,my name's Diane. /,my/PRP$ name/NN 's/BES Diane/NNP ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,6,qy,A,6,1,"{C And, } {F um, } you're in Texas,  /","And/CC ,/, um/UH ,/, you/PRP 're/VBP in/IN Texas/NNP ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,7,^g,A,6,2,right? /,right/JJ ?/.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,8,ny,B,7,1,"Yes,  /","Yes/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,9,sd^e,B,7,2,I'm in San Antonio. /,I/PRP 'm/VBP in/IN San/NNP Antonio/NNP ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,10,sv,A,8,1,Everybody's in Texas.  /,Everybody/NN 's/BES in/IN Texas/NNP ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,11,fe,A,8,2,"God, /","God/NNP ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,12,x,B,9,1,<Laughter>.,,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,13,sd,A,10,1,"I'm in Rochester, New York.  /","I/PRP 'm/VBP in/IN Rochester/NNP ,/, New/NNP York/NNP ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,14,sd,A,10,2,Everybody else but one has been in Texas. /,Everybody/NN else/RB but/CC one/CD has/VBZ been/VBN in/IN Texas/NNP ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,15,b,B,11,1,Oh. /,Oh/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,16,b,A,12,1,"Okay,  /","Okay/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,17,ad^t,A,12,2,{D well } I guess we should get on with this. /,well/UH I/PRP guess/VBP we/PRP should/MD get/VB on/RP with/IN this/DT ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,18,aa,B,13,1,Okay. /,Okay/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,19,qy^t,A,14,1,"{F Um, } did you get the message about what it was,  /","Um/UH ,/, did/VBD you/PRP get/VB the/DT message/NN about/IN what/WP it/PRP was/VBD ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,20,^g,A,14,2,right. /,right/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,21,ny,B,15,1,Yes. /,Yes/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,22,bk,A,16,1,"Okay,  /","Okay/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,23,ad^t,A,16,2,"go ahead,  /","go/VB ahead/RB ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,24,sd^t,A,16,3,I'm going to hit the button <beep>.  /,I/PRP 'm/VBP going/VBG to/TO hit/VB the/DT button/NN ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,25,%,A,16,4,"Okay, {F um, }  /","Okay/UH ,/, um/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,26,qy,A,16,5,do you think that the Soviet Union represents a threat to us? /,do/VBP you/PRP think/VB that/IN the/DT Soviet/NNP Union/NNP represents/VBZ a/DT threat/NN to/IN us/PRP ?/.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,27,sv,B,17,1,"I think they'll always represent a threat [ wheth-, + whether ] or not there's an active cold war or not.  {F Uh, }  /","I/PRP think/VBP they/PRP 'll/MD always/RB represent/VB a/DT threat/NN wheth-/IN ,/, whether/IN or/CC not/RB there/EX 's/BES an/DT active/JJ cold/JJ war/NN or/CC not/RB ./. Uh/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,28,sv,B,17,2,"[ it's, + it's ] a totally different economy based on different beliefs, [ and, + and, ] {F uh, } different priorities,  /","it/PRP 's/BES ,/, it/PRP 's/BES a/DT totally/RB different/JJ economy/NN based/VBN on/IN different/JJ beliefs/NNS ,/, and/CC ,/, and/CC ,/, uh/UH ,/, different/JJ priorities/NNS ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,29,sv,B,17,3,"{C and, } {F uh, } given [ the, + the, ] {F uh, } military powers on both sides, I think it's always a threat. /","and/CC ,/, uh/UH ,/, given/VBN the/DT ,/, the/DT ,/, uh/UH ,/, military/JJ powers/NNS on/IN both/DT sides/NNS ,/, I/PRP think/VBP it/PRP 's/BES always/RB a/DT threat/NN ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,30,ba,A,18,1,That's interesting.  /,That/DT 's/BES interesting/JJ ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,31,ar,A,18,2,"I don't,  /","I/PRP do/VBP n't/RB ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,32,sv,A,18,3,"[ I, + I ] suspect they're not our biggest threat anymore. /","I/PRP ,/, I/PRP suspect/VBP they/PRP 're/VBP not/RB our/PRP$ biggest/JJS threat/NN anymore/RB ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,33,aa,B,19,1,"Probably not,  /","Probably/RB not/RB ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,34,aa,B,19,2,no. /,no/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,35,sv,A,20,1,I suspect it's probably some crazy man like Saddam Hussein --,I/PRP suspect/VBP it/PRP 's/BES probably/RB some/DT crazy/JJ man/NN like/IN Saddam/NNP Hussein/NNP --/:,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,36,b,B,21,1,Right. /,Right/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,37,+,A,22,1,"-- who's our biggest threat,  /","--/: who/WP 's/BES our/PRP$ biggest/JJS threat/NN ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,38,qw^d,A,22,2,"{C but, } {F um, } [ I wonder if they're, + I wonder how much of a threat they are. ]  /","but/CC ,/, um/UH ,/, I/PRP wonder/VBP if/IN they/PRP 're/VBP ,/, I/PRP wonder/VBP how/WRB much/JJ of/IN a/DT threat/NN they/PRP are/VBP ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,39,aa,A,22,3,"I agree with you [ that, + that ] they'll always be somewhat of a threat given [ that they have, + that [ there's just, + it's just ] ] so  big,  /","I/PRP agree/VBP with/IN you/PRP that/IN ,/, that/IN they/PRP 'll/MD always/RB be/VB somewhat/RB of/IN a/DT threat/NN given/VBN that/IN they/PRP have/VBP ,/, that/IN there/EX 's/BES just/RB ,/, it/PRP 's/BES just/RB so/RB big/JJ ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,40,sv,A,22,4,{C and } there's just so much military machine there. /,and/CC there/EX 's/BES just/RB so/RB much/JJ military/JJ machine/NN there/RB ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,41,aa,B,23,1,"Uh-huh,  /","Uh-huh/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,42,sd,B,23,2,"[ {C and, } + {C and } ] it's recognized that the two great powers --","and/CC ,/, and/CC it/PRP 's/BES recognized/VBN that/IN the/DT two/CD great/JJ powers/NNS --/:",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,43,b,A,24,1,Right. /,Right/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,44,+,B,25,1,"-- are us and them,  /","--/: are/VBP us/PRP and/CC them/PRP ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,45,sv,B,25,2,"[ {C and, } + {C and } ] the great powers are always pitted against each other. /","and/CC ,/, and/CC the/DT great/JJ powers/NNS are/VBP always/RB pitted/VBN against/IN each/DT other/JJ ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,46,qw^d,A,26,1,{C But } I wonder how much longer they're going to be [ a + them. ] /,But/CC I/PRP wonder/VBP how/WRB much/RB longer/RB they/PRP 're/VBP going/VBG to/TO be/VB a/DT them/PRP ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,47,no,B,27,1,I don't know <laughter>.  /,I/PRP do/VBP n't/RB know/VB ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,48,sv,B,27,2,"[ They, + they're ] going downhill pretty steady. /","They/PRP ,/, they/PRP 're/VBP going/VBG downhill/RB pretty/RB steady/RB ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,49,b,A,28,1,Yeah. /,Yeah/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,50,aa,B,29,1,"{C But } [ I, + I ] agree right now they're not, - /","But/CC I/PRP ,/, I/PRP agree/VBP right/RB now/RB they/PRP 're/VBP not/RB ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,51,sv,B,29,2,I don't believe they're a large threat right now.  /,I/PRP do/VBP n't/RB believe/VB they/PRP 're/VBP a/DT large/JJ threat/NN right/RB now/RB ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,52,sv,B,29,3,I think there's always some threat. /,I/PRP think/VBP there/EX 's/BES always/RB some/DT threat/NN ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,53,aa,A,30,1,"Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,54,aa,A,30,2,"{F oh, } I agree.  /","oh/UH ,/, I/PRP agree/VBP ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,55,sv,A,30,3,"{E I mean, } [ [ if we were to, + if, ] + if ] something were to happen, I'm sure they would all of a sudden band together just [ for the sake of, + for the sake [ [ of, + {F uh, } of, ] + of ] ] unity against us or something --","I/PRP mean/VBP ,/, if/IN we/PRP were/VBD to/TO ,/, if/IN ,/, if/IN something/NN were/VBD to/TO happen/VB ,/, I/PRP 'm/VBP sure/JJ they/PRP would/MD all/DT of/IN a/DT sudden/JJ band/VB together/RB just/RB for/IN the/DT sake/NN of/IN ,/, for/IN the/DT sake/NN of/IN ,/, uh/UH ,/, of/IN ,/, of/IN unity/NN against/IN us/PRP or/CC something/NN --/:",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,56,b,B,31,1,"Yeah, /","Yeah/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,57,+,A,32,1,"-- [ [ if, + if, ] + if ] need be.  /","--/: if/IN ,/, if/IN ,/, if/IN need/NN be/VB ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,58,%,A,32,2,"{C But, } -/","But/CC ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,59,sd,B,33,1,"{D Actually } I feel kind of sorry for them right now, because the people [ [ are, + are, ] + are, ] {F uh, } wanting things that we have that they're not allow-, - /","Actually/UH I/PRP feel/VBP kind/RB of/RB sorry/JJ for/IN them/PRP right/RB now/RB ,/, because/IN the/DT people/NNS are/VBP ,/, are/VBP ,/, are/VBP ,/, uh/UH ,/, wanting/VBG things/NNS that/WDT we/PRP have/VBP that/WDT they/PRP 're/VBP not/RB allow-/XX ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,60,sd,B,33,2,"{E I mean, } just some basic freedoms,  /","I/PRP mean/VBP ,/, just/RB some/DT basic/JJ freedoms/NNS ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,61,sd,B,33,3,"[ {C and, } + {C and } ] their government is not allowing it,  /","and/CC ,/, and/CC their/PRP$ government/NN is/VBZ not/RB allowing/VBG it/PRP ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,62,sv,B,33,4,{C and } Gorbachev seems to be going back on some of the things that he's been trying to push. /,and/CC Gorbachev/NNP seems/VBZ to/TO be/VB going/VBG back/RB on/IN some/DT of/IN the/DT things/NNS that/WDT he/PRP 's/HVS been/VBN trying/VBG to/TO push/VB ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,63,aa,A,34,1,"Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,64,sd(^q),A,34,2,"{D actually } I noticed [ [ [ this + {E I mean, } + this, ] + this, ] + this ] most recent scare of his, where [ he said, + {E or } he just decided ] that [ [ instead of having, + {F uh, } instead of having, ] + {A I can't think of the word now, }","actually/UH I/PRP noticed/VBD this/DT I/PRP mean/VBP ,/, this/DT ,/, this/DT ,/, this/DT most/RBS recent/JJ scare/NN of/IN his/PRP$ ,/PRP where/WRB he/PRP said/VBD ,/, or/CC he/PRP just/RB decided/VBD that/IN instead/IN of/IN having/VBG ,/, uh/UH ,/, instead/IN of/IN having/VBG ,/, I/PRP ca/MD n't/RB think/VB of/IN the/DT word/NN now/RB ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,65,x,B,35,1,<Noise>.,,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,66,+,A,36,1,"if there are any ] demonstrations [ for, + in favor of ] Boris Yeltsin, he decided, {D well, } I'll just cancel all demonstrations altogether. /","if/IN there/EX are/VBP any/DT demonstrations/NNS for/IN ,/, in/IN favor/NN of/IN Boris/NNP Yeltsin/NNP ,/, he/PRP decided/VBD ,/, well/UH ,/, I/PRP 'll/MD just/RB cancel/VB all/DT demonstrations/NNS altogether/RB ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,67,b,B,37,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,68,sv,A,38,1,"{C So, } [ [ I, + I, ] + I ] think that, [ [ he, + he, ] + he's ] actually, - /","So/RB ,/, I/PRP ,/, I/PRP ,/, I/PRP think/VBP that/IN ,/, he/PRP ,/, he/PRP ,/, he/PRP 's/BES actually/RB ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,69,sv,A,38,2,"he, I think, is becoming very dangerous --","he/PRP ,/, I/PRP think/VBP ,/, is/VBZ becoming/VBG very/RB dangerous/JJ --/:",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,70,b,B,39,1,Yeah. /,Yeah/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,71,+,A,40,1,"-- because he's making those people angry at him,  /","--/: because/IN he/PRP 's/BES making/VBG those/DT people/NNS angry/JJ at/IN him/PRP ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,72,sv,A,40,2,"{C and } [ he's also, + I think he's also ] making, {F um, } the military angry at him. /","and/CC he/PRP 's/BES also/RB ,/, I/PRP think/VBP he/PRP 's/BES also/RB making/VBG ,/, um/UH ,/, the/DT military/NN angry/JJ at/IN him/PRP ./.",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,73,b,B,41,1,Yeah. /,Yeah/UH ./.,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,74,sd,A,42,1,"{E I mean, } I've heard stories now [ where the, + where [ the, + {F um, } the ] ] military is running around,  /","I/PRP mean/VBP ,/, I/PRP 've/VBP heard/VBN stories/NNS now/RB where/WRB the/DT ,/, where/WRB the/DT ,/, um/UH ,/, the/DT military/NN is/VBZ running/VBG around/RB ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,75,sd,A,42,2,"{C and } they're sort of getting restless,  /","and/CC they/PRP 're/VBP sort/RB of/RB getting/VBG restless/JJ ,/,",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,76,sd,A,42,3,"{C and } a restless military is the kind of thing that happens, {D you know } - /","and/CC a/DT restless/JJ military/NN is/VBZ the/DT kind/NN of/IN thing/NN that/WDT happens/VBZ ,/, you/PRP know/VBP",,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,77,sd,A,42,4,like with the Baltic states when they just go in there -- -/,like/IN with/IN the/DT Baltic/JJ states/NNS when/WRB they/PRP just/RB go/VBP in/IN there/RB --/:,,
sw09utt/sw_0929_2344.utt,2/sw2344,2344,78,b,B,43,1,Yeah. /,Yeah/UH ./.,,
