swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0993_3965.utt,3/sw3965,3965,0,o,B,1,1,Okay. /,Okay/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,1,b^m,A,2,1,Okay.  /,Okay/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,2,qy,A,2,2,"Do you, {F uh, } do any woodworking? /","Do/VBP you/PRP ,/, uh/UH ,/, do/VB any/DT woodworking/NN ?/.",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,3,na,B,3,1,"I do,  /","I/PRP do/VBP ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,4,sd,B,3,2,{C and } I really love it.  {F Um. } /,and/CC I/PRP really/RB love/VBP it/PRP ./. Um/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,5,qo,A,4,1,"{F Oh, } {F um, } what do you do,  /","Oh/UH ,/, um/UH ,/, what/WP do/VBP you/PRP do/VB ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,6,qy,A,4,2,"for a hobby or for, -/","for/IN a/DT hobby/NN or/CC for/IN ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,7,ny,B,5,1,"Uh-huh,  /","Uh-huh/UH ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,8,sd^e,B,5,2,I do it for a hobby -- /,I/PRP do/VBP it/PRP for/IN a/DT hobby/NN --/:,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,9,b,A,6,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,10,sd,B,7,1,"-- {C and } I have my own equipment,  /","--/: and/CC I/PRP have/VBP my/PRP$ own/JJ equipment/NN ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,11,sd,B,7,2,"{C and } I have a jig saw and a scroll saw and,  {F uh, } in the process of getting a router -- /","and/CC I/PRP have/VBP a/DT jig/NN saw/NN and/CC a/DT scroll/NN saw/NN and/CC ,/, uh/UH ,/, in/IN the/DT process/NN of/IN getting/VBG a/DT router/NN --/:",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,12,b,A,8,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,13,sd,B,9,1,"-- {C and so, } I like to cut out my wood, and then tole paint on the items that I cut out.  /","--/: and/CC so/RB ,/, I/PRP like/VBP to/TO cut/VB out/RP my/PRP$ wood/NN ,/, and/CC then/RB tole/NN paint/VB on/IN the/DT items/NNS that/WDT I/PRP cut/VBP out/RP ./.",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,14,qo,B,9,2,What kind of things do you like to do with wood? /,What/WP kind/NN of/IN things/NNS do/VBP you/PRP like/VB to/TO do/VB with/IN wood/NN ?/.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,15,nd,A,10,1,"{D Well, } I'm not the one that cuts them out.  /","Well/UH ,/, I/PRP 'm/VBP not/RB the/DT one/NN that/WDT cuts/VBZ them/PRP out/RP ./.",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,16,nd,A,10,2,My husband cuts them out -- /,My/PRP$ husband/NN cuts/VBZ them/PRP out/RP --/:,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,17,b,B,11,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,18,sd,A,12,1,"-- {C but, } {F uh, } he likes using the little band saws and jig saws --","--/: but/CC ,/, uh/UH ,/, he/PRP likes/VBZ using/VBG the/DT little/JJ band/NN saws/NNS and/CC jig/NN saws/NNS --/:",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,19,b,B,13,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,20,+,A,14,1,"-- more than the stroll saw, because the stroll saw [ is, + is ] a lot slower -- /","--/: more/RBR than/IN the/DT stroll/NN saw/VBD ,/, because/IN the/DT stroll/NN saw/VBD is/VBZ ,/, is/VBZ a/DT lot/NN slower/JJR --/:",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,21,b,B,15,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,22,sd,A,16,1,"-- {C and then, } {F uh, } he's got a router,  /","--/: and/CC then/RB ,/, uh/UH ,/, he/PRP 's/HVS got/VBN a/DT router/NN ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,23,sd,A,16,2,{C but } now he wants a plunge router. /,but/CC now/RB he/PRP wants/VBZ a/DT plunge/NN router/NN ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,24,bk,B,17,1,Oh. /,Oh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,25,x,A,18,1,<Laughter>.,,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,26,b,B,19,1,Yeah. /,Yeah/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,27,sd,A,20,1,"{C But } {D anyhow, } he cuts them out,  /","But/CC anyhow/UH ,/, he/PRP cuts/VBZ them/PRP out/RP ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,28,sd,A,20,2,"{C and then } [ I, + I ] took a tole --","and/CC then/RB I/PRP ,/, I/PRP took/VBD a/DT tole/NN --/:",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,29,bk,B,21,1,Oh. /,Oh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,30,+,A,22,1,-- painting class --,--/: painting/NN class/NN --/:,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,31,b,B,23,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,32,+,A,24,1,"-- to learn how to paint them right, # {D you know. } # /","--/: to/TO learn/VB how/WRB to/TO paint/VB them/PRP right/RB ,/, you/PRP know/VBP ./.",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,33,b,B,25,1,# Uh-huh. # /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,34,sd,A,26,1,"{C And } what we want to do is, {D you know, } make them, and then maybe take them to these craft shows or --","And/CC what/WP we/PRP want/VBP to/TO do/VB is/VBZ ,/, you/PRP know/VBP ,/, make/VB them/PRP ,/, and/CC then/RB maybe/RB take/VB them/PRP to/IN these/DT craft/NN shows/NNS or/CC --/:",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,35,b,B,27,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,36,+,A,28,1,"-- flea market things [ and s-, + and see ] if we can sell some of them. /","--/: flea/NN market/NN things/NNS and/CC s/VB ,/, and/CC see/VB if/IN we/PRP can/MD sell/VB some/DT of/IN them/PRP ./.",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,37,b,B,29,1,Yes. /,Yes/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,38,sd,A,30,1,"{C But, } {F uh, } I really like it so far. /","But/CC ,/, uh/UH ,/, I/PRP really/RB like/VBZ it/PRP so/RB far/RB ./.",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,39,ba,B,31,1,"{F Oh, } that is fun. /","Oh/UH ,/, that/DT is/VBZ fun/NN ./.",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,40,sd,A,32,1,{C And then } my neighbor had a little doll made out of wood -- /,And/CC then/RB my/PRP$ neighbor/NN had/VBD a/DT little/JJ doll/NN made/VBN out/IN of/IN wood/NN --/:,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,41,b,B,33,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,42,sd,A,34,1,"-- {C so } I took a pattern off of that,  /","--/: so/RB I/PRP took/VBD a/DT pattern/NN off/IN of/IN that/DT ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,43,sd,A,34,2,{C and then } it's just a wooden doll with a painted face -- /,and/CC then/RB it/PRP 's/BES just/RB a/DT wooden/JJ doll/NN with/IN a/DT painted/VBN face/NN --/:,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,44,b,B,35,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,45,sd,A,36,1,"-- {C and then } [ you, + you ] make the dress for it,  /","--/: and/CC then/RB you/PRP ,/, you/PRP make/VBP the/DT dress/NN for/IN it/PRP ,/,",,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,46,sd,A,36,2,{C and } you drill holes around the top of the head  /,and/CC you/PRP drill/VBP holes/NNS around/IN the/DT top/NN of/IN the/DT head/NN,,
sw09utt/sw_0993_3965.utt,3/sw3965,3965,47,sd,A,36,3,"{C and } [ you, + you ] stick in --","and/CC you/PRP ,/, you/PRP stick/VBP in/IN --/:",,
