swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0962_3847.utt,3/sw3847,3847,0,sd^t,A,1,1,I pushed it. /,I/PRP pushed/VBD it/PRP ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,1,b,B,2,1,Okay. /,Okay/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,2,qo,A,3,1,{D So } what do you you in your lawn?  /,So/UH what/WP do/VBP you/PRP you/PRP in/IN your/PRP$ lawn/NN ?/.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,3,qy,A,3,2,Do you do it yourself  /,Do/VBP you/PRP do/VB it/PRP yourself/PRP,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,4,qrr,A,3,3,{C or } do you hire  someone to do it? /,or/CC do/VBP you/PRP hire/VB someone/NN to/TO do/VB it/PRP ?/.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,5,nn,B,4,1,"{F Uh, } no  /","Uh/UH ,/, no/UH",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,6,sd^e,B,4,2,"we've been doing it ourselves for most of the time, {F uh, } find that it's really a little more economical,  /","we/PRP 've/VBP been/VBN doing/VBG it/PRP ourselves/PRP for/IN most/JJS of/IN the/DT time/NN ,/, uh/UH ,/, find/VBP that/IN it/PRP 's/BES really/RB a/DT little/RB more/RBR economical/JJ ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,7,sd,B,4,3,"{C and } [ we have, + {F oh, } I find that I have ] the time,  /","and/CC we/PRP have/VBP ,/, oh/UH ,/, I/PRP find/VBP that/IN I/PRP have/VBP the/DT time/NN ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,8,sd,B,4,4,{C and } I kind of enjoyed it over here in Texas.  /,and/CC I/PRP kind/RB of/RB enjoyed/VBD it/PRP over/IN here/RB in/IN Texas/NNP ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,9,sd,B,4,5,"I used to live in Arizona,  /","I/PRP used/VBD to/TO live/VB in/IN Arizona/NNP ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,10,sd,B,4,6,"{C and } it was [ very con-, + very frustrating, ] because I didn't have the watering system  /","and/CC it/PRP was/VBD very/RB con-/XX ,/, very/RB frustrating/JJ ,/, because/IN I/PRP did/VBD n't/RB have/VB the/DT watering/NN system/NN",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,11,sd,B,4,7,"{C and } [ it was, + it was ] just too much work --","and/CC it/PRP was/VBD ,/, it/PRP was/VBD just/RB too/RB much/JJ work/NN --/:",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,12,b,A,5,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,13,+,B,6,1,-- and not enough enjoyment. /,--/: and/CC not/RB enough/JJ enjoyment/NN ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,14,b,A,7,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,15,sd,B,8,1,"{C But } over here we get enough water [ automa-, +  {D you know, } naturally ] as well have the automatic sprinklers,  /","But/CC over/IN here/RB we/PRP get/VBP enough/JJ water/NN automa-/XX ,/, you/PRP know/VBP ,/, naturally/RB as/IN well/RB have/VBP the/DT automatic/JJ sprinklers/NNS ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,16,sd,B,8,2,{C and --,and/CC --/:,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,17,b,A,9,1,"Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,18,b,A,9,2,right. /,right/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,19,+,B,10,1,-- so } it's a lot more rewarding -- /,--/: so/RB it/PRP 's/BES a/DT lot/NN more/RBR rewarding/JJ --/:,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,20,b,A,11,1,"Uh-huh,  /","Uh-huh/UH ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,21,b^r,A,11,2,uh-huh. /,uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,22,%,B,12,1,-- {D so. } -/,--/: so/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,23,sd,A,13,1,"{D Well, } we do our own out here, {F uh, } {D you know, } mow it ourselves and  everything,  /","Well/UH ,/, we/PRP do/VBP our/PRP$ own/JJ out/IN here/RB ,/, uh/UH ,/, you/PRP know/VBP ,/, mow/VBP it/PRP ourselves/PRP and/CC everything/NN ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,24,sd,A,13,2,"{C but, } {F uh, } our water supply right now is bad.  /","but/CC ,/, uh/UH ,/, our/PRP$ water/NN supply/NN right/RB now/RB is/VBZ bad/JJ ./.",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,25,sd,A,13,3,We need rain badly <laughter>. /,We/PRP need/VBP rain/NN badly/RB ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,26,aa,B,14,1,"{F Oh, } that's right. /","Oh/UH ,/, that/DT 's/BES right/JJ ./.",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,27,sd,A,15,1,"{F Uh, } [ we can water, + here in Patterson, I can water ] on Tuesdays, Thursdays, Saturday and Sunday, four days a week. /","Uh/UH ,/, we/PRP can/MD water/VB ,/, here/RB in/IN Patterson/NNP ,/, I/PRP can/MD water/VB on/IN Tuesdays/NNPS ,/, Thursdays/NNPS ,/, Saturday/NNP and/CC Sunday/NNP ,/, four/CD days/NNS a/DT week/NN ./.",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,28,b,B,16,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,29,%,A,17,1,{D So. } -/,So/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,30,qy,B,18,1,Is that enough during the hotter times of the year? /,Is/VBZ that/DT enough/JJ during/IN the/DT hotter/JJR times/NNS of/IN the/DT year/NN ?/.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,31,nd,A,19,1,"It was this last summer,  /","It/PRP was/VBD this/DT last/JJ summer/NN ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,32,%,A,19,2,yeah. /,yeah/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,33,b,B,20,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,34,sd,A,21,1,"{F Uh, } {D now } if [ it, + we ] don't get some rain, they might limit it to not even four times, {D you know } -- /","Uh/UH ,/, now/UH if/IN it/PRP ,/, we/PRP do/VBP n't/RB get/VB some/DT rain/NN ,/, they/PRP might/MD limit/VB it/PRP to/IN not/RB even/RB four/CD times/NNS ,/, you/PRP know/VBP --/:",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,35,b,B,22,1,"Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,36,b^r,B,22,2,yeah. /,yeah/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,37,b^m,A,23,1,"-- {C but, } {F uh, } yeah,  /","--/: but/CC ,/, uh/UH ,/, yeah/UH ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,38,sd,A,23,2,"we do [ our law-, + our, {D you know, } mowing ] ourselves and  everything,  /","we/PRP do/VBP our/PRP$ law-/XX ,/, our/PRP$ ,/, you/PRP know/VBP ,/, mowing/VBG ourselves/PRP and/CC everything/NN ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,39,sd,A,23,3,{C and } I do our <chiming> planting of bulbs and things where I can have some spring flowers -- /,and/CC I/PRP do/VBP our/PRP$ planting/VBG of/IN bulbs/NNS and/CC things/NNS where/WRB I/PRP can/MD have/VB some/DT spring/NN flowers/NNS --/:,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,40,b,B,24,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,41,%,A,25,1,"-- {C and, } {F uh, } -/","--/: and/CC ,/, uh/UH ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,42,b,B,26,1,"<Chiming> Yeah,  /","Yeah/UH ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,43,sd,B,26,2,"I find that I've been doing a lot of perennial planting, which I never did before -- /","I/PRP find/VBP that/IN I/PRP 've/VBP been/VBN doing/VBG a/DT lot/NN of/IN perennial/JJ planting/NN ,/, which/WDT I/PRP never/RB did/VBD before/RB --/:",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,44,b,A,27,1,Uh-huh. /,Uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,45,sd,B,28,1,"-- {C and } it's been real enjoyable, although I didn't do any this last fall, because our past winters have been so cold, # {F um } # --","--/: and/CC it/PRP 's/HVS been/VBN real/RB enjoyable/JJ ,/, although/IN I/PRP did/VBD n't/RB do/VB any/DT this/DT last/JJ fall/NN ,/, because/IN our/PRP$ past/JJ winters/NNS have/VBP been/VBN so/RB cold/JJ ,/, um/UH --/:",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,46,b,A,29,1,# Uh-huh. # /,Uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,47,+,B,30,1,"-- they'd freeze down,  /","--/: they/PRP 'd/MD freeze/VB down/RP ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,48,sd,B,30,2,"{C and } by the time [ they, + the flowers ] would come back to life it was supposedly the time to pull things out for the spring and summer planting <laughter>. /","and/CC by/IN the/DT time/NN they/PRP ,/, the/DT flowers/NNS would/MD come/VB back/RB to/IN life/NN it/PRP was/VBD supposedly/RB the/DT time/NN to/TO pull/VB things/NNS out/RB for/IN the/DT spring/NN and/CC summer/NN planting/NN ./.",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,49,b,A,31,1,Oh. /,Oh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,50,sd,B,32,1,"{C So } I was getting kind of disillusioned and tired [ and, + and ] spending too much money on something that was kind of more of a problem than it was rewarding,  /","So/RB I/PRP was/VBD getting/VBG kind/RB of/RB disillusioned/JJ and/CC tired/JJ and/CC ,/, and/CC spending/VBG too/RB much/JJ money/NN on/IN something/NN that/WDT was/VBD kind/RB of/RB more/JJR of/IN a/DT problem/NN than/IN it/PRP was/VBD rewarding/JJ ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,51,sd,B,32,2,{C so } --,so/RB --/:,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,52,b,A,33,1,"Uh-huh,  /","Uh-huh/UH ,/,",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,53,b^r,A,33,2,uh-huh. /,uh-huh/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,54,+,B,34,1,"-- {F um, } I'm going to try to wait now and just do the spring and summer type plantings and --","--/: um/UH ,/, I/PRP 'm/VBP going/VBG to/TO try/VB to/TO wait/VB now/RB and/CC just/RB do/VB the/DT spring/NN and/CC summer/NN type/NN plantings/NNS and/CC --/:",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,55,b,A,35,1,Yeah. /,Yeah/UH ./.,,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,56,+,B,36,1,"-- see how that, {D you know, } # feels. # /","--/: see/VB how/WRB that/DT ,/, you/PRP know/VBP ,/, feels/VBZ ./.",,
sw09utt/sw_0962_3847.utt,3/sw3847,3847,57,b,A,37,1,# Yeah.  /,Yeah/UH ./.,,
