swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw01utt/sw_0194_3595.utt,3/sw3595,3595,0,o,A,1,1,"Arlington, Texas - /","[ Arlington/NNP ] ,/,  [ Texas/NNP ]","(NP (NP (NNP Arlington)) (, ,) (NP (NNP Texas)) (-DFL- N_S))",1
sw01utt/sw_0194_3595.utt,3/sw3595,3595,1,sd^t,A,1,2,"{D now } since I got somebody from Arlington, Virginia one day <laughter>. -/","now/RB since/IN  [ I/PRP ] got/VBD  [ somebody/NN ] from/IN  [ Arlington/NNP ] ,/,  [ Virginia/NNP one/CD day/NN ] ./.","(SBAR-PRP (INTJ (RB now)) (IN since) (S (NP-SBJ (PRP I)) (VP (VBD got) (NP (NP (NN somebody)) (PP (IN from) (NP (NP (NNP Arlington)) (, ,) (NP (NNP Virginia))))) (NP-TMP (CD one) (NN day)))) (. .) (-DFL- N_S))",2
sw01utt/sw_0194_3595.utt,3/sw3595,3595,2,bh,B,2,1,Is that right?  <Laughter>. /,Is/VBZ  [ that/DT right/JJ ] ?/.  ./.,(SQ (VBZ Is) (NP-SBJ (DT that)) (ADJP-PRD (JJ right)) (. ?) (. .) (-DFL- E_S)),4
sw01utt/sw_0194_3595.utt,3/sw3595,3595,3,ny,A,3,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),6
sw01utt/sw_0194_3595.utt,3/sw3595,3595,4,sd,B,4,1,"{D Well, } I never thought about that,  /","Well/UH ,/,  [ I/PRP ] never/RB thought/VBD about/IN  [ that/DT ] ,/,","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (ADVP-TMP (RB never)) (VP (VBD thought) (PP (IN about) (NP (DT that)))) (, ,) (-DFL- E_S))",8
sw01utt/sw_0194_3595.utt,3/sw3595,3595,5,sd,B,4,2,"{C but } there is an Arlington,  /","but/CC  [ there/EX ] is/VBZ  [ an/DT Arlington/NNP ] ,/,","(S (CC but) (NP-SBJ (EX there)) (VP (VBZ is) (NP-PRD (DT an) (NNP Arlington))) (, ,) (-DFL- E_S))",9
sw01utt/sw_0194_3595.utt,3/sw3595,3595,6,sd^t,B,4,3,"{D like } I had a call the other day from Birmingham, Michigan --","like/IN  [ I/PRP ] had/VBD  [ a/DT call/NN ] [ the/DT other/JJ day/NN ] from/IN  [ Birmingham/NNP ] ,/,  [ Michigan/NNP ] --/:","(S (INTJ (UH like)) (NP-SBJ (PRP I)) (VP (VBD had) (NP (NP (DT a) (NN call)) (PP (-NONE- *ICH*-1))) (NP-TMP (DT the) (JJ other) (NN day)) (PP-1 (IN from) (NP (NP (NNP Birmingham)) (, ,) (NP (NNP Michigan)))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))))) (, ,) (-DFL- E_S))",10
sw01utt/sw_0194_3595.utt,3/sw3595,3595,7,b,A,5,1,Oh -- /,Oh/UH --/:,(INTJ (UH Oh) (-DFL- E_S)),12
sw01utt/sw_0194_3595.utt,3/sw3595,3595,8,+,B,6,1,"-- {D you know, }  /","--/:  [ you/PRP ] know/VBP ,/,","(S (INTJ (UH like)) (NP-SBJ (PRP I)) (VP (VBD had) (NP (NP (DT a) (NN call)) (PP (-NONE- *ICH*-1))) (NP-TMP (DT the) (JJ other) (NN day)) (PP-1 (IN from) (NP (NP (NNP Birmingham)) (, ,) (NP (NNP Michigan)))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))))) (, ,) (-DFL- E_S))",10
sw01utt/sw_0194_3595.utt,3/sw3595,3595,9,sd,B,6,2,[ {C and } I was thinking -- +,and/CC  [ I/PRP ] was/VBD thinking/VBG --/:,"(S (EDITED (RM (-DFL- \[)) (CC and) (S (NP-SBJ (PRP I)) (VP (VBD was) (VP (VBG thinking)))) (IP (-DFL- \+))) (INTJ (UH yeah)) (, ,) (CC and) (NP-SBJ (PRP I)) (VP (VBD was) (VP (VBG thinking))) (RS (-DFL- \])) (-DFL- N_S))",14
sw01utt/sw_0194_3595.utt,3/sw3595,3595,10,b^m,A,7,1,-- Birmingham. /,--/:  [ Birmingham/NNP ] ./.,(NP (NNP Birmingham) (. .) (-DFL- E_S)),16
sw01utt/sw_0194_3595.utt,3/sw3595,3595,11,+,B,8,1,"-- {D yeah, } {C and } I was thinking ] - /","--/: yeah/UH ,/, and/CC  [ I/PRP ] was/VBD thinking/VBG","(S (EDITED (RM (-DFL- \[)) (CC and) (S (NP-SBJ (PRP I)) (VP (VBD was) (VP (VBG thinking)))) (IP (-DFL- \+))) (INTJ (UH yeah)) (, ,) (CC and) (NP-SBJ (PRP I)) (VP (VBD was) (VP (VBG thinking))) (RS (-DFL- \])) (-DFL- N_S))",14
